General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
EHC 300s [MJ/kg];0,0;134;20,94100;121,62500;0,001000;0,052;99,94;20,7000;-0,080;0,00;101,288;0,014;263,177;323,750;325,55;845,517;;;571,900;591,100;554,100;307,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,37863;0,00000;0,0000;;nan;-0,05040;0,06916;0,08656846;26,355727;0,000167;24,159338;24,293661;0,0000;0,0040;;;0,00;0,00;0,11;;0,836;0,903;0,0137863;20,94500;0,05000;-0,00900;0,0001745;;;;;;
EHC 360s [MJ/kg];0,0;135;20,94400;120,05001;0,006000;0,051;99,98;20,7000;-0,080;0,00;101,288;0,014;263,177;323,750;325,55;845,383;;;571,500;591,100;554,100;307,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,08056;0,02341;0,08656846;26,184523;-0,000232;24,002402;24,135852;0,0000;-0,0056;;;0,00;0,00;0,01;;0,835;0,879;0,0000000;20,94200;0,05000;-0,01000;-0,0000573;;;;;;
EHC Test [MJ/kg];0,0;136;20,94400;114,37500;-0,007000;0,051;99,91;20,7000;-0,080;0,00;101,288;0,014;263,177;323,850;325,55;845,517;;;571,700;591,200;554,200;307,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,82624;0,00000;0,0000;;nan;-0,25286;0,02284;0,08739470;25,554186;0,000456;23,431831;23,554833;0,0001;0,0107;;;0,00;0,00;0,01;;0,830;0,879;0,0082624;20,94400;0,05000;0,01300;0,0001072;;;;;;
Results MLR;;137;20,94300;122,87500;-0,014000;0,051;99,94;20,7000;-0,080;0,00;101,288;0,014;263,177;323,850;325,55;845,583;;;571,900;591,200;554,200;307,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,04433;0,00000;0,0000;;nan;-0,44708;0,02368;0,08943903;26,486726;0,000149;24,286920;24,414411;0,0000;0,0036;;;0,00;0,00;0,05;;0,840;0,886;0,0204433;20,94500;0,05000;0,00200;0,0002562;;;;;;
MLR max [g/s];0,0000;138;20,94400;118,47500;-0,004000;0,051;99,93;20,7000;-0,090;0,00;101,284;0,014;263,177;323,750;325,45;845,650;;;572,100;591,200;554,200;307,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,54289;0,00000;0,0000;;nan;-0,17952;0,02325;0,08998192;26,012191;0,000254;23,844432;23,969638;0,0001;0,0060;;;0,00;0,00;0,01;;0,848;0,886;0,0054289;20,94500;0,05000;-0,00100;0,0000693;;;;;;
Max at [s];0;139;20,94400;119,75000;-0,003000;0,052;99,94;20,7000;-0,090;0,00;101,288;0,014;263,177;323,750;325,45;845,650;;;572,100;591,200;554,200;307,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,34663;0,00000;0,0000;;nan;-0,15439;0,06862;0,09032855;26,151785;0,000216;23,972393;24,098271;0,0000;0,0052;;;0,00;0,00;0,01;;0,844;0,898;0,0034663;20,94500;0,05100;0,00400;0,0000439;;;;;;
MLR 060s [g/s];0,0000;140;20,94500;115,97500;0,014000;0,052;99,95;20,7000;-0,090;0,00;101,288;0,014;263,177;323,750;325,45;845,683;;;572,200;591,200;554,200;307,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,28462;0,06753;0,09032855;25,736280;0,000128;23,591514;23,715392;0,0000;0,0030;;;0,00;0,00;-0,02;;0,836;0,898;0,0000000;20,94300;0,05100;0,01900;-0,0002317;;;;;;
MLR 120s [g/s];0,0000;141;20,94200;117,40000;0,018000;0,051;99,92;20,7000;-0,100;0,00;101,288;0,014;263,177;323,750;325,55;845,717;;;572,200;591,200;554,300;307,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,38971;0,02315;0,09032855;25,893908;0,000370;23,736007;23,867975;0,0001;0,0088;;;0,00;0,00;0,08;;0,826;0,881;0,0000000;20,94200;0,05200;-0,00100;-0,0000884;;;;;;
MLR 180s [g/s];0,0000;142;20,94300;123,25000;0,022000;0,051;99,95;20,7000;-0,100;0,00;101,290;0,014;263,177;323,850;325,55;845,717;;;572,100;591,300;554,300;307,450;;;;;0,00;0,00;0,00;3,00;1,38;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,50512;0,02371;0,09032855;26,527112;0,000127;24,323952;24,451637;0,0000;0,0031;;;0,00;0,00;0,05;;0,815;0,881;0,0000000;20,94100;0,05300;0,00100;-0,0001995;;;;;;
MLR 240s [g/s];0,0000;143;20,94300;122,60000;0,021000;0,051;99,93;20,7000;-0,100;0,00;101,288;0,014;263,177;323,850;325,55;845,817;;;572,400;591,300;554,300;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,47738;0,02365;0,09032855;26,457070;0,000276;24,259727;24,387075;0,0001;0,0067;;;0,00;0,00;0,05;;0,806;0,860;0,0000000;20,94000;0,05400;0,00100;-0,0001868;;;;;;
MLR 300s [g/s];0,0000;144;20,94300;119,25000;0,005000;0,050;99,94;20,7000;-0,110;0,00;101,288;0,014;263,177;323,750;325,45;845,783;;;572,300;591,300;554,300;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,21892999;0,00000;0,0000;;nan;0,05425;-0,02182;0,09054748;26,097131;0,000203;23,922294;24,047909;0,0000;0,0048;;;0,00;0,00;0,05;;0,798;0,860;0,0021893;20,94000;0,05400;0,00900;0,0000284;;;;;;
MLR 360s [g/s];0,0000;145;20,94300;118,77500;-0,009000;0,050;99,91;20,7000;-0,120;0,00;101,288;0,014;263,177;323,750;325,45;845,750;;;572,300;591,200;554,300;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,61163;0,00000;0,0000;;nan;-0,30969;-0,02178;0,09215911;26,045104;0,000495;23,874602;23,999967;0,0001;0,0118;;;0,00;0,00;0,05;;0,800;0,861;0,0161163;20,94000;0,05300;-0,00200;0,0002056;;;;;;
MLR Test [g/s];0,0000;146;20,94500;121,12500;-0,010000;0,050;99,96;20,7000;-0,120;0,00;101,290;0,014;263,177;323,750;325,45;845,717;;;572,200;591,200;554,300;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,77533;0,00000;0,0000;;nan;-0,33898;-0,02199;0,09293444;26,301497;0,000000;24,109628;24,236227;0,0000;0,0000;;;0,00;0,00;-0,02;;0,807;0,861;0,0077533;20,94200;0,05400;-0,01300;0,0000974;;;;;;
Results SEA;;147;20,94500;122,32500;0,013000;0,050;99,95;20,7000;-0,130;0,00;101,290;0,014;263,177;323,750;325,45;845,717;;;572,200;591,200;554,300;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,26593;-0,02210;0,09293444;26,431461;0,000054;24,228762;24,355986;0,0000;0,0013;;;0,00;0,00;-0,02;;0,803;0,862;0,0000000;20,94200;0,05300;-0,00400;-0,0001937;;;;;;
SEA max [m²/kg];0,0;148;20,94200;116,47500;0,002000;0,050;99,93;20,7000;-0,130;0,00;101,288;0,014;263,177;323,750;325,45;845,750;;;572,300;591,200;554,300;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,97920000;0,00000;0,0000;;nan;-0,02359;-0,02157;0,09391364;25,791698;0,000314;23,642314;23,766459;0,0001;0,0074;;;0,00;0,00;0,08;;0,800;0,862;0,0097920;20,94200;0,05300;0,01300;0,0001268;;;;;;
Max at [s];408;149;20,94400;116,07500;-0,001000;0,050;99,94;20,7000;-0,140;0,00;101,290;0,014;263,177;323,750;325,55;845,717;;;572,100;591,200;554,400;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,33993999;0,00000;0,0000;;nan;-0,10062;-0,02153;0,09425358;25,747372;0,000161;23,601682;23,732904;0,0000;0,0038;;;0,00;0,00;0,01;;0,799;0,847;0,0033994;20,94300;0,05200;0,01100;0,0000439;;;;;;
SEA 060s [m²/kg];0,0;150;20,94500;119,62500;0,004000;0,051;99,93;20,7000;-0,150;0,00;101,290;0,014;263,177;323,850;325,55;845,683;;;572,100;591,200;554,300;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,02825;0,02336;0,09425358;26,134096;0,000307;23,963578;24,089371;0,0001;0,0073;;;0,00;0,00;-0,02;;0,792;0,847;0,0000000;20,94100;0,05400;0,01700;-0,0000924;;;;;;
SEA 120s [m²/kg];0,0;151;20,94500;119,62500;0,019000;0,051;99,93;20,7000;-0,160;0,00;101,290;0,014;263,177;323,850;325,55;845,717;;;572,200;591,200;554,300;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,41940;0,02336;0,09425358;26,134096;0,000307;23,963578;24,089371;0,0001;0,0073;;;0,00;0,00;-0,02;;0,784;0,833;0,0000000;20,93400;0,06800;0,02900;-0,0002823;;;;;;
SEA 180s [m²/kg];0,0;152;20,94500;123,85000;-0,001000;0,052;99,95;20,7000;-0,160;0,00;101,290;0,014;263,177;323,850;325,55;845,783;;;572,400;591,200;554,300;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;-0,10392;0,06978;0,09425358;26,591603;0,000078;24,383087;24,511082;0,0000;0,0019;;;0,00;0,00;-0,02;;0,775;0,833;0,0000000;20,91000;0,09100;0,01300;-0,0000418;;;;;;
SEA 240s [m²/kg];0,0;153;20,94300;121,65000;0,001000;0,053;99,92;20,7000;-0,170;0,00;101,288;0,014;263,177;323,850;325,55;845,750;;;572,400;591,100;554,300;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,32383;0,00000;0,0000;;nan;-0,05040;0,11475;0,09457742;26,354365;0,000334;24,165552;24,292406;0,0001;0,0081;;;0,00;0,00;0,05;;0,769;0,819;0,0032383;20,87100;0,13300;0,01300;0,0000411;;;;;;
SEA 300s [m²/kg];0,0;154;20,94200;119,32500;0,001000;0,054;99,94;20,7000;-0,170;0,00;101,290;0,014;263,177;323,850;325,55;845,783;;;572,500;591,100;554,300;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,69444;0,00000;0,0000;;nan;-0,04992;0,15881;0,09527185;26,101305;0,000167;23,933510;24,059145;0,0000;0,0040;;;0,00;0,00;0,08;;0,767;0,819;0,0069444;20,81800;0,17800;-0,00500;0,0000888;;;;;;
SEA 360s [m²/kg];0,0;155;20,94100;122,07500;0,009000;0,054;99,93;20,7000;-0,190;0,00;101,290;0,014;263,177;323,850;325,55;845,850;;;572,600;591,100;554,400;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,37354;0,00000;0,0000;;nan;0,16025;0,16063;0,09564539;26,400362;0,000279;24,207729;24,334804;0,0001;0,0067;;;0,00;0,00;0,11;;0,765;0,810;0,0037354;20,75400;0,23000;-0,00600;0,0000480;;;;;;
SEA Test [m²/kg];0,0;156;20,94000;119,07501;-0,002000;0,053;99,95;20,7000;-0,220;0,00;101,290;0,014;263,177;323,950;325,65;845,883;;;572,800;591,100;554,300;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,03571;0,00000;0,0000;;nan;-0,12790;0,11351;0,09768110;26,069924;0,000101;23,912117;24,037601;0,0000;0,0024;;;0,00;0,00;0,14;;0,771;0,810;0,0203571;20,67800;0,30400;0,00200;0,0002602;;;;;;
Results SPR;;157;20,94000;119,50000;-0,013000;0,054;99,92;20,7000;-0,240;0,00;101,290;0,014;263,177;324,250;326,15;845,917;;;572,900;591,100;554,300;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,03612;0,00000;0,0000;;nan;-0,41458;0,15883;0,10071722;26,104322;0,000388;23,965841;24,106273;0,0001;0,0093;;;0,00;0,00;0,14;;0,793;0,833;0,0303612;20,59700;0,36300;-0,00200;0,0003867;;;;;;
SPR max [m²/s];0,001;158;20,94000;115,37500;-0,004000;0,053;99,92;20,7000;-0,280;0,00;101,290;0,014;263,177;324,750;326,65;846,117;;;573,400;591,100;554,400;307,450;;;;;0,00;0,00;0,00;3,00;1,39;0,000;0,000;0,60;0,64;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,19717;0,00000;0,0000;;nan;-0,17689;0,11160;0,10291439;25,630066;0,000427;23,566721;23,704602;0,0001;0,0100;;;0,00;0,00;0,14;;0,815;0,833;0,0219717;20,51600;0,43600;0,00900;0,0002855;;;;;;
Max at [s];475;159;20,94200;115,57500;0,013000;0,053;99,57;20,7000;-0,330;0,00;101,290;0,014;263,177;325,450;327,55;846,350;;;574,100;591,100;554,400;307,450;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,60;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,25782;0,11157;0,10291439;25,624669;0,003890;23,612545;23,764908;0,0008;0,0918;;;0,00;0,00;0,08;;0,819;0,851;0,0000000;20,44200;0,49300;0,00900;-0,0000504;;;;;;
SPR 060s [m²/s];0,000;160;20,94200;108,19999;0,011000;0,052;98,92;20,7000;-0,400;0,00;101,290;0,014;263,177;326,350;328,65;846,583;;;574,800;591,100;554,400;307,450;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,19970;0,06497;0,10291439;24,759409;0,010404;22,878321;23,039560;0,0021;0,2380;;;0,00;0,00;0,07;;0,811;0,851;0,0000000;20,38100;0,56500;0,01700;-0,0000125;;;;;;
SPR 120s [m²/s];0,000;161;20,94200;109,72500;0,017000;0,054;98,31;20,7000;-0,470;0,00;101,290;0,014;263,177;327,650;330,15;846,850;;;575,500;591,200;554,400;307,450;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,34968;0,15140;0,10291439;24,883770;0,016593;23,084826;23,260966;0,0034;0,3832;;;0,00;0,00;0,08;;0,803;0,834;0,0000000;20,30500;0,62000;0,02200;-0,0001137;;;;;;
SPR 180s [m²/s];0,000;162;20,94300;113,17500;0,029000;0,068;97,83;20,7000;-0,550;0,00;101,286;0,014;263,177;329,050;331,85;847,050;;;576,100;591,200;554,400;307,450;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,65633;0,76427;0,10291439;25,218123;0,021550;23,494972;23,694899;0,0045;0,5069;;;0,01;0,01;0,04;;0,795;0,834;0,0000000;20,23800;0,66700;0,00100;-0,0005035;;;;;;
SPR 240s [m²/s];0,000;163;20,94100;113,72500;0,013000;0,091;97,18;20,7000;-0,650;0,00;101,286;0,014;263,177;330,550;333,65;847,217;;;576,600;591,200;554,400;307,450;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,25376;1,76805;0,10291439;25,221903;0,028178;23,605613;23,826993;0,0059;0,6665;;;0,00;0,02;0,11;;0,788;0,818;0,0000000;20,18400;0,71700;0,00600;-0,0004713;;;;;;
SPR 300s [m²/s];0,000;164;20,93400;111,85000;0,013000;0,133;97,13;20,7000;-0,750;0,00;101,284;0,014;263,177;332,250;335,75;847,517;;;577,300;591,300;554,500;307,450;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,25102;3,56186;0,10291439;24,949047;0,028712;23,470331;23,717573;0,0060;0,6760;;;0,00;0,03;0,33;;0,780;0,818;0,0000000;20,13400;0,75300;-0,00700;-0,0005804;;;;;;
SPR 360s [m²/s];0,000;165;20,91000;111,75000;-0,005000;0,178;96,35;20,7000;-1,040;0,00;101,286;0,014;263,177;334,150;337,85;847,750;;;578,000;591,300;554,500;307,450;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,94563;0,00000;0,0000;;nan;-0,19643;5,48618;0,10686002;24,866891;0,036750;23,526820;23,787329;0,0077;0,8678;;;0,00;0,05;1,07;;0,794;0,845;0,0394563;20,09100;0,79200;-0,00200;0,0005287;;;;;;
SPR Test [m²/s];0,000;166;20,87100;110,02501;-0,006000;0,230;96,56;20,7000;-1,120;0,00;101,290;0,014;263,177;336,150;340,35;847,983;;;578,700;591,300;554,500;307,450;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,53349;0,00000;0,0000;;nan;-0,21887;7,64071;0,12339351;24,600707;0,034623;23,414289;23,706837;0,0072;0,8148;;;0,00;0,07;2,26;;0,896;0,845;0,1653349;20,05200;0,82000;0,00300;0,0022411;;;;;;
Results COY;;167;20,81800;109,47500;0,002000;0,304;95,94;20,7000;-1,230;0,00;101,288;0,014;263,177;338,050;342,75;848,183;;;579,300;591,300;554,500;307,450;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;32,33722;0,00000;0,0000;;nan;-0,02238;10,73305;0,15573073;24,470084;0,041056;23,421606;23,747243;0,0086;0,9679;;;0,00;0,09;3,87;;1,146;1,213;0,3233722;20,01600;0,85100;0,00100;0,0044089;;;;;;
COY max [kg/kg];0,0000;168;20,75400;110,42500;-0,002000;0,363;95,91;20,7000;-1,330;0,00;101,286;0,014;263,177;340,050;345,05;848,217;;;579,500;591,300;554,400;307,450;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;55,67755;0,00000;0,0000;;nan;-0,12021;13,24906;0,21140828;24,503649;0,041302;23,592492;23,939390;0,0087;0,9816;;;0,00;0,12;5,84;;1,596;1,213;0,5567755;19,98700;0,87200;0,00600;0,0075829;;;;;;
Max at [s];558;169;20,67800;106,67500;0,009000;0,436;95,46;20,7000;-1,400;0,00;101,286;0,014;263,177;342,050;347,55;848,517;;;580,300;591,300;554,500;307,450;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;79,9553399;0,00000;0,0000;;nan;0,14576;16,01693;0,29136362;24,013473;0,046019;23,256526;23,630480;0,0095;1,0796;;;0,00;0,14;8,00;;2,286;2,356;0,7995534;19,96200;0,89600;0,02000;0,0111168;;;;;;
COY 060s [kg/kg];0,0000;170;20,59700;107,87499;0,009000;0,493;95,48;20,7000;-1,700;0,00;101,288;0,014;263,177;343,950;349,85;848,683;;;580,900;591,200;554,500;307,450;;;;;0,00;0,00;0,00;3,00;1,40;0,000;0,000;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;110,23562;0,00000;0,0000;;nan;0,14617;18,43706;0,40159924;24,081370;0,045806;23,451832;23,854116;0,0096;1,0847;;;0,00;0,16;10,46;;3,243;2,356;1,1023562;19,93700;0,91200;0,02500;0,0152901;;;;;;
