General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
Specification: apparatus;;37;20,95100;119,97500;0,012000;0,049;99,91;20,3000;0,000;0,00;101,208;0,009;263,151;329,450;330,45;845,450;;;573,400;590,200;553,300;306,950;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,20512;0,00473;0,00471038;25,948908;0,000236;24,205210;24,278682;0,0001;0,0057;;;0,00;0,00;-0,04;;;;0,0000000;20,94800;0,04900;0,00700;-0,0002359;;;;;;
C-factor (SI units);0,043;38;20,94900;117,20000;0,020000;0,049;99,91;20,2000;0,000;0,00;101,218;0,009;263,151;329,450;330,45;845,183;;;572,600;590,200;553,300;306,950;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,63;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,39705;0,00455;0,00471038;25,647055;0,000262;23,923641;23,996258;0,0001;0,0062;;;0,00;0,00;0,02;;;;0,0000000;20,94900;0,04900;0,00600;-0,0002173;;;;;;
OD correction factor;1;39;20,94800;119,97500;0,009000;0,049;99,90;20,2000;0,000;0,00;101,218;0,009;263,151;329,450;330,45;845,017;;;572,200;590,200;553,200;307,050;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,11394;0,00449;0,00471038;25,948908;0,000352;24,205210;24,278682;0,0001;0,0085;;;0,00;0,00;0,05;;;;0,0000000;20,94900;0,05000;0,01500;-0,0000201;;;;;;
Duct diameter (m);0,114;40;20,94900;118,17500;0,012000;0,050;99,93;20,2000;0,000;0,00;101,218;0,009;263,151;329,450;330,45;845,117;;;572,400;590,300;553,200;307,050;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,18555;0,04782;0,00471038;25,753514;0,000050;24,022947;24,095865;0,0000;0,0012;;;0,00;0,00;0,02;;;;0,0000000;20,94800;0,05100;0,00400;-0,0001316;;;;;;
O2 delay time (s);12;41;20,94800;118,70000;0,005000;0,050;99,93;20,3000;0,000;0,00;101,210;0,009;263,158;329,450;330,45;844,983;;;572,000;590,300;553,200;307,050;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,11649;;;;nan;0,00552;0,04679;0,00482687;25,810657;0,000051;24,076249;24,149330;0,0000;0,0012;;;0,00;0,00;0,05;;;;0,0011649;20,94800;0,05200;0,00500;0,0000155;;;;;;
CO2 delay time (s);10;42;20,94800;118,45000;0,013000;0,050;99,90;20,2000;0,000;0,00;101,218;0,009;263,158;329,350;330,35;844,917;;;571,800;590,300;553,200;307,050;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,20648;0,04566;0,00482687;25,787376;0,000323;24,047232;24,120246;0,0001;0,0077;;;0,00;0,00;0,05;;;;0,0000000;20,94400;0,05600;0,00700;-0,0000876;;;;;;
CO delay time (s);10;43;20,94800;116,20000;-0,001000;0,050;99,91;20,2000;0,000;0,00;101,218;0,009;263,158;329,250;330,25;845,450;;;573,200;590,400;553,300;307,050;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,67365999;;;;nan;-0,14890;0,04420;0,00550052;25,545160;0,000192;23,814128;23,886456;0,0000;0,0046;;;0,00;0,00;0,05;;;;0,0067366;20,93800;0,05800;0,01700;0,0000878;;;;;;
;;44;20,94800;117,95000;-0,001000;0,049;99,91;20,2000;0,000;0,00;101,218;0,009;263,158;329,150;330,15;845,783;;;574,200;590,400;553,300;307,050;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,76146;;;;nan;-0,14671;0,00000;0,00626198;25,740709;0,000257;23,989138;24,062020;0,0001;0,0061;;;0,00;0,00;0,05;;;;0,0076146;20,93600;0,06200;0,00200;0,0000985;;;;;;
Laboratory;;45;20,95000;114,67500;-0,010000;0,049;99,88;20,2000;0,000;0,00;101,218;0,009;263,158;329,150;330,05;845,817;;;574,200;590,500;553,300;307,050;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,71015;;;;nan;-0,36452;0,00000;0,00697213;25,380835;0,000491;23,653752;23,718429;0,0001;0,0116;;;0,00;0,00;-0,02;;;;0,0071015;20,93200;0,06600;0,01500;0,0000924;;;;;;
Laboratory name;FZ Juelich;46;20,95000;119,22499;0,010000;0,049;99,91;20,2000;0,000;0,00;101,218;0,009;263,158;329,050;330,05;845,783;;;574,000;590,500;553,400;307,050;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,14179;0,00000;0,00697213;25,883390;0,000172;24,114781;24,188067;0,0000;0,0041;;;0,00;0,00;-0,02;;;;0,0000000;20,92700;0,06900;0,01300;-0,0001600;;;;;;
Operator;L;47;20,94900;119,10000;0,007000;0,049;99,90;20,2000;0,000;0,00;101,218;0,009;263,158;328,950;329,85;845,917;;;574,300;590,600;553,400;307,050;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,06294;0,00000;0,00697213;25,873751;0,000331;24,098475;24,164408;0,0001;0,0079;;;0,00;0,00;0,01;;;;0,0000000;20,92500;0,07000;0,02000;-0,0000622;;;;;;
Filename;20250411_D;48;20,95000;122,65000;0,007000;0,049;99,93;20,2000;0,000;0,00;101,212;0,009;263,158;328,750;329,65;846,050;;;574,700;590,600;553,400;307,050;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,06259;0,00000;0,00697213;26,264513;0,000000;24,447552;24,514481;0,0000;0,0000;;;0,00;0,00;-0,02;;;;0,0000000;20,92300;0,07100;0,02000;-0,0001219;;;;;;
Report name;;49;20,95000;122,17499;0,006000;0,049;99,93;20,2000;0,000;0,00;101,218;0,009;263,158;328,450;329,35;846,283;;;575,300;590,600;553,500;307,050;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,03559;0,00000;0,00697213;26,225573;-0,000040;24,389030;24,455859;0,0000;-0,0010;;;0,00;0,00;-0,02;;;;0,0000000;20,92400;0,07000;0,01900;-0,0001086;;;;;;
;;50;20,94800;119,02500;0,015000;0,050;99,90;20,2000;0,000;0,00;101,210;0,009;263,158;328,250;329,15;846,350;;;575,400;590,700;553,500;307,050;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,26246;0,04393;0,00697213;25,893167;0,000314;24,065239;24,131222;0,0001;0,0075;;;0,00;0,00;0,05;;;;0,0000000;20,92700;0,06900;0,00200;-0,0001159;;;;;;
Pre-test conditions;;51;20,94900;117,17500;0,004000;0,051;99,92;20,2000;0,000;0,00;101,210;0,009;263,158;328,050;328,95;846,450;;;575,600;590,700;553,600;307,050;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;-0,02121;0,08637;0,00697213;25,698982;0,000078;23,870209;23,935697;0,0000;0,0018;;;0,00;0,00;0,01;;;;0,0000000;20,92900;0,06700;0,03300;-0,0000497;;;;;;
Ambient temperature (°C);25,1;52;20,94900;118,57501;0,005000;0,052;99,95;20,2000;0,000;0,00;101,218;0,009;263,158;327,950;328,75;846,883;;;576,900;590,700;553,600;307,050;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,00438;0,12916;0,00697213;25,855993;-0,000231;24,008726;24,067293;0,0000;-0,0055;;;0,00;0,00;0,01;;;;0,0000000;20,93100;0,06300;0,00600;-0,0000748;;;;;;
Barometric pressure (Pa);101216;53;20,94800;113,25000;0,007000;0,056;99,93;20,2000;0,000;0,00;101,220;0,009;263,158;327,750;328,55;847,550;;;578,800;590,800;553,600;307,050;;;;;0,00;0,00;0,00;3,00;2,19;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,05372;0,29564;0,00697213;25,276458;-0,000029;23,456282;23,513536;0,0000;-0,0007;;;0,00;0,00;0,04;;;;0,0000000;20,93500;0,06100;-0,00500;-0,0000903;;;;;;
Relative hunidity (%);20,4;54;20,94800;116,90000;0,017000;0,058;99,99;20,2000;0,000;0,00;101,210;0,009;263,158;327,650;328,45;848,150;;;580,600;590,800;553,600;307,050;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;;;;nan;0,30525;0,38222;0,00697213;25,684471;-0,000589;23,827642;23,885820;-0,0001;-0,0140;;;0,00;0,00;0,04;;;;0,0000000;20,93600;0,05800;-0,01200;-0,0002418;;;;;;
;;55;20,94400;120,00000;0,002000;0,062;99,94;20,2000;0,000;0,00;101,218;0,009;263,158;327,650;328,45;847,817;;;579,600;590,800;553,600;307,050;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,06164;;;;nan;-0,07884;0,55725;0,00803377;26,022798;-0,000082;24,141510;24,200455;0,0000;-0,0020;;;0,00;0,00;0,17;;;;0,0106164;20,93900;0,05700;-0,00600;0,0001362;;;;;;
Conditioning;;56;20,93800;115,50000;0,015000;0,066;99,95;20,2000;0,000;0,00;101,212;0,009;263,158;327,650;328,45;848,217;;;580,800;590,800;553,600;307,050;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,09673;;;;nan;0,24942;0,71072;0,01013050;25,530209;-0,000247;23,684532;23,742361;-0,0001;-0,0058;;;0,00;0,01;0,35;;;;0,0209673;20,94100;0,05600;-0,00600;0,0002751;;;;;;
Conditionet ? (Y/N);;57;20,93600;121,97500;0,013000;0,069;99,92;20,2000;0,000;0,00;101,218;0,009;263,158;327,650;328,45;847,817;;;579,600;590,800;553,600;307,050;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,93274;;;;nan;0,20043;0,85162;0,01306324;26,236070;0,000129;24,339364;24,398791;0,0000;0,0031;;;0,00;0,01;0,42;;;;0,0293274;20,94300;0,05400;0,01500;0,0003738;;;;;;
Conditioning temperature (°C);;58;20,93200;117,20000;0,020000;0,070;99,92;20,2000;0,000;0,00;101,220;0,009;263,158;327,650;328,45;847,550;;;578,900;590,700;553,600;307,050;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,85249999;;;;nan;0,36975;0,86438;0,01691574;25,717407;0,000072;23,858197;23,916449;0,0000;0,0017;;;0,00;0,01;0,53;;;;0,0385250;20,94300;0,05400;0,02000;0,0005012;;;;;;
Conditioning RH (%);;59;20,92700;117,20000;0,020000;0,071;99,92;20,2000;0,000;0,00;101,220;0,009;263,158;327,650;328,45;847,783;;;579,700;590,700;553,500;307,050;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,95006999;;;;nan;0,36359;0,89374;0,02286581;25,717407;0,000071;23,858197;23,916449;0,0000;0,0017;;;0,00;0,01;0,68;;;;0,0595007;20,94600;0,05400;0,02500;0,0007732;;;;;;
;;60;20,92500;118,10000;0,019000;0,070;99,90;20,2000;0,000;0,00;101,218;0,009;263,158;327,650;328,45;847,450;;;578,800;590,600;553,500;307,050;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,10452;0,00000;0,0000;;nan;0,33922;0,85249;0,02997033;25,815963;0,000256;23,949628;24,008104;0,0001;0,0061;;;0,00;0,01;0,75;;;;0,0710452;20,94700;0,05300;0,01000;0,0009193;;;;;;
Data collected;;61;20,92300;117,37500;0,002000;0,069;99,96;20,2000;0,000;0,00;101,220;0,009;263,158;327,750;328,55;847,217;;;578,100;590,600;553,500;307,050;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,78098;0,00000;0,0000;;nan;-0,09844;0,80521;0,03975131;25,732673;-0,000264;23,879645;23,937933;-0,0001;-0,0063;;;0,00;0,01;0,81;;5,535;11,069;0,0978098;20,94500;0,05200;0,00800;0,0012677;;;;;;
CO/CO2 data collected?;Yes;62;20,92400;121,62500;0,033000;0,067;99,92;20,2000;0,000;0,00;101,220;0,009;263,158;327,650;328,55;846,917;;;577,400;590,500;553,400;307,050;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,58165;0,00000;0,0000;;nan;0,71027;0,72912;0,04633296;26,198402;0,000132;24,304419;24,371179;0,0000;0,0032;;;0,01;0,01;0,79;;7,397;11,069;0,0658165;20,94500;0,05100;-0,00900;0,0008405;;;;;;
Mass data collected?;Yes;63;20,92700;123,05000;0,006000;0,063;99,92;20,2000;0,000;0,00;101,220;0,009;263,158;327,750;328,55;846,617;;;576,600;590,400;553,400;307,050;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,3037;0,00000;0,0000;;nan;0,00438;0,55090;0,05463666;26,347409;0,000078;24,450114;24,509794;0,0000;0,0019;;;0,00;0,00;0,70;;7,739;10,512;0,0830370;20,94700;0,05200;0,00000;0,0010514;;;;;;
Smoke data collected;Yes;64;20,92900;116,20000;-0,005000;0,061;99,94;20,2000;0,020;0,00;101,212;0,009;263,158;327,750;328,55;846,183;;;575,600;590,200;553,300;307,050;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,41132;0,00000;0,0000;;nan;-0,27680;0,44674;0,06304798;25,603549;-0,000099;23,759819;23,817815;0,0000;-0,0024;;;0,00;0,00;0,61;;8,169;10,512;0,0841132;20,94600;0,05100;-0,01600;0,0010950;;;;;;
Soot mass data colelcted;;65;20,93100;118,75000;-0,012000;0,058;99,96;20,2000;0,030;0,00;101,220;0,009;263,158;327,750;328,55;845,983;;;575,100;590,100;553,300;307,050;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,55183;0,00000;0,0000;;nan;-0,46064;0,31725;0,07159981;25,882959;-0,000265;24,019109;24,077737;-0,0001;-0,0063;;;0,00;0,00;0,56;;8,455;10,122;0,0855183;20,94700;0,05100;0,00300;0,0011007;;;;;;
Soot mass ratio (1:x);;66;20,93500;120,57500;-0,006000;0,057;99,91;20,2000;0,030;0,00;101,212;0,009;263,158;327,750;328,55;845,683;;;574,400;590,000;553,200;307,050;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,23032;0,00000;0,0000;;nan;-0,30800;0,27455;0,07783013;26,081091;0,000163;24,202973;24,262050;0,0000;0,0039;;;0,00;0,00;0,43;;8,440;10,122;0,0623032;20,94700;0,05100;0,00500;0,0007960;;;;;;
Soot mass (g);;67;20,93600;121,50000;-0,006000;0,056;99,94;20,2000;0,030;0,00;101,220;0,009;263,158;327,750;328,55;845,483;;;573,900;589,900;553,200;307,150;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,87944999;0,00000;0,0000;;nan;-0,30917;0,23029;0,08370958;26,180940;-0,000149;24,295632;24,354935;0,0000;-0,0036;;;0,00;0,00;0,40;;8,213;9,564;0,0587945;20,94800;0,05000;0,02500;0,0007483;;;;;;
;;68;20,93900;114,32500;0,015000;0,054;99,94;20,2000;0,030;0,00;101,212;0,009;263,158;327,750;328,55;845,250;;;573,300;589,800;553,200;307,150;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,47912;0,00000;0,0000;;nan;0,23232;0,13550;0,08618870;25,396140;-0,000058;23,567346;23,624872;0,0000;-0,0014;;;0,00;0,00;0,29;;7,778;9,564;0,0247912;20,94900;0,05000;0,02600;0,0003268;;;;;;
Comments;;69;20,94100;115,90000;0,020000;0,054;99,96;20,2000;0,030;0,00;101,212;0,009;263,158;327,850;328,65;845,083;;;573,000;589,700;553,100;307,150;;;;;0,00;0,00;0,00;3,00;2,20;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,08094;0,00000;0,0000;;nan;0,36145;0,13641;0,08726964;25,566576;-0,000287;23,732748;23,790659;-0,0001;-0,0068;;;0,00;0,00;0,23;;7,137;8,314;0,0108094;20,94800;0,05000;0,02000;0,0001427;;;;;;
Pre-test comments;;70;20,94300;118,95000;0,025000;0,054;99,93;20,2000;0,030;0,00;101,220;0,009;263,164;327,850;328,65;844,983;;;572,700;589,700;553,100;307,150;;;;;0,00;0,00;0,00;3,00;2,21;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,49542;0,13819;0,08726964;25,900795;0,000014;24,042994;24,101662;0,0000;0,0003;;;0,00;0,00;0,17;;6,485;8,314;0,0000000;20,94900;0,05100;0,00800;-0,0000414;;;;;;
After test comments;;71;20,94300;120,47500;0,010000;0,053;99,92;20,2000;0,030;0,00;101,220;0,009;263,164;327,850;328,75;844,917;;;572,600;589,600;553,100;307,150;;;;;0,00;0,00;0,00;3,00;2,21;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,25288;0,00000;0,0000;;nan;0,10839;0,09397;0,08852252;26,066296;0,000109;24,196625;24,263048;0,0000;0,0026;;;0,00;0,00;0,17;;5,960;7,042;0,0125288;20,94800;0,05100;0,01700;0,0001611;;;;;;
;;72;20,94600;120,30000;0,008000;0,052;99,96;20,2000;0,030;0,00;101,212;0,009;263,164;327,850;328,75;844,817;;;572,500;589,500;553,000;307,150;;;;;0,00;0,00;0,00;3,00;2,21;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,13443;0,00000;0,0000;;nan;0,05632;0,04883;0,08865695;26,047358;-0,000259;24,179044;24,245420;-0,0001;-0,0062;;;0,00;0,00;0,07;;5,528;7,042;0,0013443;20,94600;0,05100;-0,00200;0,0000179;;;;;;
Events;;73;20,94700;122,50000;-0,009000;0,051;99,92;20,2000;0,030;0,00;101,220;0,009;263,164;327,850;328,75;844,683;;;572,300;589,400;552,900;307,150;;;;;0,00;0,00;0,00;3,00;2,21;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,46698;0,00000;0,0000;;nan;-0,38909;0,00379;0,09012393;26,284450;0,000109;24,399131;24,466110;0,0000;0,0027;;;0,00;0,00;0,04;;5,173;6,196;0,0146698;20,94800;0,05100;-0,01000;0,0001853;;;;;;
Number of events;;74;20,94500;113,90000;0,000000;0,052;99,93;20,2000;0,030;0,00;101,212;0,009;263,158;327,850;328,75;844,550;;;572,000;589,300;552,900;307,150;;;;;0,00;0,00;0,00;3,00;2,21;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,36480999;0,00000;0,0000;;nan;-0,14754;0,04751;0,09148875;25,345025;-0,000049;23,527088;23,591674;0,0000;-0,0012;;;0,00;0,00;0,10;;4,918;6,196;0,0136481;20,94800;0,05100;-0,01400;0,0001795;;;;;;
Event1;;75;20,94500;119,20000;-0,016000;0,051;99,97;20,2000;0,030;0,00;101,212;0,009;263,164;327,950;328,75;844,517;;;571,900;589,300;552,900;307,150;;;;;0,00;0,00;0,00;3,00;2,21;0,000;0,000;0,59;0,62;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,07898;0,00000;0,0000;;nan;-0,56485;0,00374;0,09456773;25,924045;-0,000433;24,071916;24,130637;-0,0001;-0,0104;;;0,00;0,00;0,10;;4,758;5,712;0,0307898;20,94600;0,05200;-0,00400;0,0003946;;;;;;
