General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
;;312;18,79100;85,07500;0,024000;1,855;89,35;20,0000;-31,670;0,00;101,214;0,005;263,170;444,350;470,55;845,083;;;588,100;578,800;548,900;307,650;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;595,43621;0,00001;0,0000;;nan;0,34118;58,74908;65,9804276;18,815114;0,111908;23,671855;25,067608;0,0246;2,7849;;;0,00;0,52;50,78;;294,847;293,573;5,9543621;18,76200;1,90700;0,02600;0,1066993;;;;;;
;;313;18,79800;93,15000;0,029000;1,856;88,75;20,0000;-31,870;0,00;101,214;0,005;263,170;444,650;470,85;844,550;;;586,700;578,700;548,800;307,650;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;620,074599;0,00001;0,0000;;nan;0,45511;61,48735;66,6005022;19,681162;0,118667;24,778174;26,238172;0,0273;3,0910;;;0,00;0,54;52,95;;296,400;296,679;6,2007460;18,76000;1,90700;0,02200;0,1062201;;;;;;
;;314;18,82100;89,65000;0,021000;1,862;89,54;20,0000;-32,050;0,00;101,206;0,005;263,170;445,150;471,35;844,517;;;586,700;578,600;548,800;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;600,443;0,00001;0,0000;;nan;0,29213;60,48767;67,2009452;19,297027;0,109788;24,321875;25,753377;0,0248;2,8069;;;0,00;0,53;51,36;;297,952;296,679;6,0044300;18,75700;1,91000;0,02500;0,1048895;;;;;;
;;315;18,82300;87,30000;0,013000;1,870;89,13;20,0000;-32,470;0,00;101,216;0,005;263,170;445,550;471,85;844,483;;;586,700;578,500;548,800;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;591,6015;0,00001;0,0000;;nan;0,13616;59,92640;67,7925467;19,033881;0,114324;24,011764;25,429135;0,0255;2,8861;;;0,00;0,53;50,61;;299,429;299,730;5,9160150;18,75000;1,91700;0,00500;0,1047718;;;;;;
;;316;18,81800;87,92500;0,014000;1,894;89,02;20,0000;-32,640;0,00;101,208;0,005;263,164;446,050;472,45;844,550;;;587,000;578,400;548,800;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;593,449329;0,00001;0,0000;;nan;0,15563;60,89986;68,3859960;19,091184;0,115630;24,111081;25,538124;0,0259;2,9315;;;0,00;0,54;50,88;;300,879;299,730;5,9344933;18,73900;1,92700;0,00100;0,1047838;;;;;;
;;317;18,81100;88,10000;0,013000;1,908;88,65;20,0000;-32,840;0,00;101,208;0,005;263,170;446,650;473,15;844,583;;;587,200;578,300;548,800;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;595,12744;0,00001;0,0000;;nan;0,13661;61,38226;68,9811235;19,097334;0,119822;24,151291;25,584200;0,0269;3,0433;;;0,00;0,54;51,07;;302,325;302,623;5,9512744;18,73000;1,93500;0,00700;0,1050491;;;;;;
;;318;18,79000;88,57500;-0,010000;1,914;88,29;20,0000;-33,290;0,00;101,210;0,005;263,170;447,050;473,55;844,617;;;587,500;578,200;548,700;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,58;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;604,48914;0,00001;0,0000;;nan;-0,30250;61,71876;69,5856126;19,140179;0,123848;24,227151;25,663276;0,0279;3,1553;;;0,00;0,55;51,69;;303,785;302,623;6,0448914;18,71100;1,95300;0,00100;0,1064765;;;;;;
;;319;18,76500;86,70000;0,004000;1,910;89,05;20,0000;-33,460;0,00;101,208;0,005;263,170;447,450;473,95;844,583;;;587,500;578,100;548,700;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;605,31917;0,00001;0,0000;;nan;-0,03464;60,90371;70,1909318;18,928044;0,115214;23,980074;25,400282;0,0257;2,9052;;;0,00;0,54;51,70;;305,255;305,532;6,0531917;18,69700;1,96200;0,00600;0,1078341;;;;;;
;;320;18,75200;85,52500;-0,003000;1,904;89,11;20,0000;-33,630;0,00;101,208;0,005;263,170;447,950;474,55;844,750;;;588,100;578,100;548,600;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;605,885690;0,00001;0,0000;;nan;-0,16566;60,26075;70,7968175;18,788851;0,114609;23,830329;25,245412;0,0254;2,8724;;;0,00;0,53;51,63;;306,717;305,532;6,0588569;18,69800;1,95500;0,00700;0,1087443;;;;;;
;;321;18,75400;85,05000;0,011000;1,899;87,99;20,0000;-33,820;0,00;101,210;0,009;263,170;448,450;475,05;844,883;;;588,600;578,000;548,600;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,58;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;602,656810;0,00001;0,0000;;nan;0,09657;59,89765;71,3994743;18,726154;0,127288;23,777320;25,187681;0,0281;3,1828;;;0,00;0,53;51,41;;308,162;308,429;6,0265681;18,71000;1,94500;0,01000;0,1085257;;;;;;
;;322;18,76100;87,15000;0,010000;1,902;89,07;20,0000;-34,250;0,00;101,208;0,009;263,170;448,750;475,55;845,050;;;589,100;578,000;548,600;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;607,43713;0,00001;0,0000;;nan;0,07881;60,71077;72,0069114;18,949594;0,114994;24,077127;25,515047;0,0257;2,9128;;;0,00;0,54;51,86;;309,599;308,429;6,0743713;18,72100;1,93900;0,02100;0,1080917;;;;;;
;;323;18,76900;82,70000;0,026000;1,907;88,86;20,0000;-34,450;0,00;101,210;0,009;263,170;449,450;476,45;844,783;;;588,500;577,900;548,500;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;587,43493;0,00001;0,0000;;nan;0,37129;59,25407;72,5943463;18,445079;0,117371;23,472653;24,882736;0,0256;2,8993;;;0,00;0,52;50,29;;310,993;311,205;5,8743493;18,72700;1,93700;0,03900;0,1073851;;;;;;
;;324;18,77100;87,17500;0,022000;1,907;88,29;20,0000;-34,640;0,00;101,210;0,005;263,170;449,950;477,05;844,717;;;588,400;577,800;548,500;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,58;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;602,38268;0,00001;0,0000;;nan;0,30543;60,80233;73,1967290;18,927023;0,123856;24,112755;25,565039;0,0278;3,1434;;;0,00;0,54;51,56;;312,365;311,205;6,0238268;18,72400;1,94300;0,02900;0,1073125;;;;;;
;;325;18,76200;86,20000;0,025000;1,910;88,82;20,0000;-35,050;0,00;101,210;0,005;263,170;450,250;477,35;844,650;;;588,200;577,800;548,500;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;601,3514;0,00001;0,0000;;nan;0,35995;60,53892;73,7980804;18,814610;0,117805;23,985524;25,429183;0,0263;2,9740;;;0,00;0,53;51,47;;313,757;313,933;6,0135140;18,70400;1,96000;0,02700;0,1077743;;;;;;
;;326;18,76000;87,80000;0,005000;1,917;89,36;20,0000;-35,230;0,00;101,218;0,009;263,170;450,550;477,85;844,483;;;587,800;577,700;548,500;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,58;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;608,182799;0,00001;0,0000;;nan;-0,01579;61,30785;74,4062632;18,982098;0,111740;24,215168;25,682428;0,0252;2,8489;;;0,00;0,54;51,97;;315,150;313,933;6,0818280;18,68200;1,97600;0,01200;0,1080381;;;;;;
;;327;18,75700;86,35000;0,001000;1,927;89,33;20,0000;-35,430;0,00;101,206;0,009;263,170;451,050;478,45;844,283;;;587,400;577,600;548,400;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;603,40822;0,00001;0,0000;;nan;-0,09077;61,09146;75,0096714;18,814266;0,112164;24,027702;25,487317;0,0251;2,8380;;;0,00;0,54;51,58;;316,538;316,688;6,0340822;18,67300;1,97900;0,01100;0,1081470;;;;;;
;;328;18,75000;84,57500;0,007000;1,935;88,57;20,0000;-35,880;0,00;101,206;0,009;263,170;451,350;478,85;844,317;;;587,500;577,600;548,400;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;598,36002;0,00001;0,0000;;nan;0,02168;60,69796;75,6080315;18,613701;0,120632;23,787372;25,236696;0,0267;3,0223;;;0,00;0,54;51,20;;317,894;316,688;5,9836002;18,67600;1,97700;-0,01000;0,1084011;;;;;;
;;329;18,73900;86,37500;0,001000;1,953;87,49;20,0000;-36,060;0,00;101,210;0,009;263,170;451,650;479,25;844,250;;;587,300;577,600;548,400;307,650;;;;;0,00;0,00;0,00;3,00;2,36;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;607,31787;0,00001;0,0000;;nan;-0,09072;61,90596;76,2153493;18,804487;0,132988;24,047159;25,516663;0,0298;3,3688;;;0,00;0,55;51,98;;319,249;319,427;6,0731787;18,66700;1,99000;0,00800;0,1089130;;;;;;
;;330;18,73000;85,55000;0,006000;1,962;88,64;20,0000;-36,260;0,00;101,214;0,009;263,170;452,350;479,95;844,417;;;587,900;577,500;548,400;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;605,97873;0,00001;0,0000;;nan;0,00311;61,85325;76,8213281;18,699981;0,119901;23,950579;25,411917;0,0267;3,0248;;;0,00;0,55;51,90;;320,609;319,427;6,0597873;18,65200;1,99800;0,00600;0,1092848;;;;;;
;;331;18,71100;83,95000;0,007000;1,955;87,74;20,0000;-36,680;0,00;101,214;0,005;263,170;452,750;480,35;844,650;;;588,600;577,500;548,400;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;606,44568;0,00001;0,0000;;nan;0,02156;61,02073;77,4277737;18,516102;0,130135;23,736042;25,183010;0,0287;3,2534;;;0,00;0,54;51,83;;321,958;322,139;6,0644568;18,66000;1,98600;0,02100;0,1104688;;;;;;
;;332;18,69700;89,42500;0,010000;1,945;88,25;20,0000;-36,850;0,00;101,214;0,005;263,170;453,150;480,65;844,517;;;588,400;577,400;548,300;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;630,67377;0,00001;0,0000;;nan;0,07945;62,62072;78,0584475;19,101917;0,124246;24,508639;25,995978;0,0283;3,2065;;;0,00;0,55;53,81;;323,348;322,139;6,3067377;18,67600;1,98000;0,02700;0,1113696;;;;;;
;;333;18,69800;86,42500;0,021000;1,939;88,05;20,0000;-37,050;0,00;101,214;0,009;263,170;453,050;480,65;844,417;;;588,100;577,400;548,300;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;619,43648;0,00001;0,0000;;nan;0,28432;61,37313;78,6778840;18,780843;0,126520;24,091369;25,559026;0,0284;3,2103;;;0,00;0,54;52,88;;324,755;324,860;6,1943648;18,66600;1,99700;0,02600;0,1112548;;;;;;
;;334;18,71000;83,22500;0,039000;1,937;88,31;20,0000;-37,250;0,00;101,212;0,009;263,170;453,650;481,45;844,450;;;588,200;577,400;548,300;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;602,676809;0,00001;0,0000;;nan;0,60974;60,12265;79,2805608;18,417679;0,123636;23,656805;25,106511;0,0272;3,0816;;;0,01;0,53;51,58;;326,093;324,860;6,0267681;18,64000;2,01200;0,01700;0,1103705;;;;;;
;;335;18,72100;87,97500;0,029000;1,943;88,51;20,0000;-37,680;0,00;101,214;0,009;263,177;453,950;481,65;844,417;;;588,100;577,400;548,300;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;616,09884;0,00001;0,0000;;nan;0,43774;61,99074;79,8966596;18,929715;0,121304;24,330575;25,815225;0,0275;3,1088;;;0,00;0,55;52,75;;327,415;327,583;6,1609884;18,62900;2,01600;0,00500;0,1097689;;;;;;
;;336;18,72700;89,50000;0,027000;1,960;88,76;20,1000;-37,870;0,00;101,212;0,005;263,170;454,050;481,65;844,617;;;588,600;577,400;548,400;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;618,43156;0,00001;0,0000;;nan;0,40335;63,08055;80,5150912;19,090977;0,118577;24,543251;26,035144;0,0271;3,0648;;;0,00;0,56;53,06;;328,760;327,583;6,1843156;18,62700;2,02100;0,00900;0,1092477;;;;;;
;;337;18,72400;84,17500;0,012000;1,976;87,83;20,1000;-38,080;0,00;101,212;0,005;263,177;454,350;482,05;844,550;;;588,400;577,400;548,400;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;600,45709;0,00001;0,0000;;nan;0,11393;61,66758;81,1155483;18,508224;0,129080;23,809790;25,261382;0,0286;3,2371;;;0,00;0,54;51,51;;330,063;330,188;6,0045709;18,61400;2,03400;-0,00400;0,1094129;;;;;;
;;338;18,70400;83,35000;0,011000;1,979;87,29;20,1000;-38,490;0,00;101,216;0,009;263,177;454,750;482,65;844,617;;;588,600;577,400;548,400;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;603,46762;0,00001;0,0000;;nan;0,09494;61,43326;81,7190159;18,409200;0,135216;23,703250;25,157500;0,0298;3,3770;;;0,00;0,54;51,69;;331,327;330,188;6,0346762;18,60000;2,04900;0,01500;0,1105661;;;;;;
;;339;18,68200;85,52500;-0,010000;1,977;87,66;20,1000;-38,690;0,00;101,214;0,009;263,177;455,050;482,95;844,950;;;589,700;577,300;548,400;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;619,56592;0,00001;0,0000;;nan;-0,29462;62,14462;82,3385818;18,641697;0,131032;24,018441;25,491059;0,0293;3,3159;;;0,00;0,55;52,86;;332,620;332,770;6,1956592;18,58100;2,06200;0,00300;0,1121161;;;;;;
;;340;18,67300;86,30000;0,008000;1,990;88,78;20,0000;-38,910;0,00;101,212;0,005;263,177;455,250;483,15;845,217;;;590,500;577,300;548,400;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;623,21773;0,00001;0,0000;;nan;0,04049;62,83309;82,9617996;18,721855;0,118334;24,132322;25,611271;0,0266;3,0087;;;0,00;0,56;53,30;;333,943;332,770;6,2321773;18,57300;2,06700;0,01900;0,1122977;;;;;;
;;341;18,67600;81,95000;0,006000;1,998;87,85;20,1000;-39,330;0,00;101,212;0,005;263,177;455,650;483,65;845,450;;;591,200;577,300;548,400;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;605,74191;0,00001;0,0000;;nan;0,00303;61,45470;83,5675415;18,235902;0,128793;23,526585;24,972310;0,0282;3,1929;;;0,00;0,54;51,85;;335,230;335,336;6,0574191;18,57000;2,07100;0,02300;0,1120543;;;;;;
;;342;18,66700;86,12500;0,021000;1,986;87,47;20,1000;-39,510;0,00;101,212;0,005;263,177;456,050;483,95;845,550;;;591,500;577,300;548,400;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;623,41087;0,00001;0,0000;;nan;0,28289;62,58495;84,1909523;18,686452;0,133200;24,129013;25,605167;0,0299;3,3859;;;0,00;0,55;53,34;;336,507;335,336;6,2341087;18,56300;2,08000;0,01400;0,1125494;;;;;;
;;343;18,65200;82,10000;0,027000;1,980;86,83;20,1000;-39,710;0,00;101,214;0,005;263,177;456,650;484,65;845,950;;;592,700;577,300;548,400;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;612,97055;0,00001;0,0000;;nan;0,38522;60,87557;84,8039229;18,232588;0,140511;23,573933;25,019395;0,0308;3,4900;;;0,00;0,54;52,38;;337,790;337,840;6,1297055;18,55000;2,08800;0,02500;0,1134301;;;;;;
;;344;18,66000;87,62500;0,026000;1,997;87,91;20,1000;-40,160;0,00;101,214;0,005;263,177;457,050;484,95;845,983;;;592,800;577,200;548,500;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;629,405959;0,00001;0,0000;;nan;0,37900;63,41703;85,4333288;18,827845;0,128134;24,364898;25,852221;0,0291;3,2885;;;0,00;0,56;53,91;;339,076;337,840;6,2940596;18,54400;2,09000;0,03100;0,1127815;;;;;;
;;345;18,67600;86,72500;0,017000;2,012;87,40;20,1000;-40,330;0,00;101,214;0,009;263,177;457,450;485,55;845,717;;;592,000;577,200;548,500;307,650;;;;;0,00;0,00;0,00;3,00;2,37;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;620,37139;0,00001;0,0000;;nan;0,20869;63,54903;86,0537002;18,722714;0,133965;24,250053;25,739673;0,0302;3,4232;;;0,00;0,56;53,23;;340,368;340,367;6,2037139;18,54900;2,08300;0,02700;0,1117744;;;;;;
;;346;18,66600;85,95000;0,005000;2,016;87,39;20,1000;-40,540;0,00;101,216;0,009;263,183;457,950;486,05;845,750;;;592,200;577,100;548,500;307,650;;;;;0,00;0,00;0,00;3,00;2,38;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;620,95709;0,00001;0,0000;;nan;-0,01550;63,35890;86,6746573;18,628692;0,134111;24,154647;25,636786;0,0302;3,4132;;;0,00;0,56;53,20;;341,634;340,367;6,2095709;18,55300;2,08500;0,01500;0,1124514;;;;;;
;;347;18,64000;82,12500;0,009000;2,021;87,87;20,1000;-41,000;0,00;101,214;0,009;263,183;458,550;486,85;845,317;;;590,900;577,100;548,500;307,650;;;;;0,00;0,00;0,00;3,00;2,38;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;614,186039;0,00001;0,0000;;nan;0,05752;62,05004;87,2888434;18,197545;0,128608;23,626520;25,084662;0,0283;3,2027;;;0,00;0,55;52,56;;342,879;342,863;6,1418604;18,53300;2,10300;0,01300;0,1138777;;;;;;
;;348;18,62900;84,37500;-0,004000;2,034;86,14;20,1000;-41,180;0,00;101,216;0,009;263,183;458,950;487,45;846,750;;;595,300;577,000;548,500;307,650;;;;;0,00;0,00;0,00;3,00;2,38;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;625,76388;0,00001;0,0000;;nan;-0,18097;63,28175;87,9146072;18,437102;0,148489;23,958427;25,446204;0,0331;3,7511;;;0,00;0,56;53,50;;344,125;342,863;6,2576388;18,50200;2,13100;0,00900;0,1145234;;;;;;
;;349;18,62700;81,27500;0,015000;2,049;87,83;20,1000;-41,400;0,00;101,216;0,009;263,183;459,450;487,95;847,017;;;596,100;577,000;548,500;307,650;;;;;0,00;0,00;0,00;3,00;2,38;0,000;0,000;0,59;0,55;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;612,4293;0,00001;0,0000;;nan;0,16548;62,54412;88,5270365;18,085388;0,129041;23,526989;24,986384;0,0283;3,2009;;;0,00;0,55;52,53;;345,358;345,294;6,1242930;18,48400;2,14600;0,01300;0,1142612;;;;;;
;;350;18,61400;88,65000;0,003000;2,062;86,05;20,1000;-41,610;0,00;101,212;0,009;263,183;459,550;488,15;847,017;;;596,200;576,900;548,500;307,650;;;;;0,00;0,00;0,00;3,00;2,38;0,000;0,000;0,59;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;643,70779;0,00001;0,0000;;nan;-0,05341;65,73803;89,1707443;18,886063;0,149512;24,573922;26,103275;0,0342;3,8745;;;0,00;0,58;55,16;;346,619;345,294;6,4370779;18,46800;2,15800;0,01200;0,1150133;;;;;;
