General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
TSR   [m²/m² (none flaming phase)];0,0;114;20,95400;123,52500;0,003000;0,049;99,99;21,2000;-0,060;0,00;101,238;0,009;263,183;318,650;320,35;844,683;;;571,600;591,200;551,800;304,750;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;-0,07124;-0,07875;0,10124555;26,772500;-0,000215;24,154782;24,283648;0,0000;-0,0052;;;0,00;0,00;-0,03;;1,547;1,744;0,0000000;20,95400;0,04900;0,02000;-0,0000718;;;;;;
TSR   [m²/m² (flaming phase)];0,0;115;20,95200;118,50000;0,016000;0,049;99,99;21,2000;-0,060;0,00;101,238;0,009;263,183;318,650;320,35;844,683;;;571,500;591,200;551,900;304,750;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,27039;-0,07713;0,10124555;26,222293;-0,000158;23,658372;23,784590;0,0000;-0,0037;;;0,00;0,00;0,04;;1,519;1,699;0,0000000;20,95600;0,04900;0,01100;-0,0001156;;;;;;
MARHE [kW / m²];444,5;116;20,95300;122,00000;0,013000;0,049;99,97;21,2000;-0,060;0,00;101,236;0,009;263,183;318,650;320,35;844,783;;;571,700;591,300;551,900;304,750;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,19471;-0,07826;0,10124555;26,606724;-0,000038;24,005215;24,133283;0,0000;-0,0009;;;0,00;0,00;0,00;;1,492;1,699;0,0000000;20,95400;0,04800;-0,00100;-0,0001380;;;;;;
Results HRR;;117;20,95400;122,95000;0,000000;0,049;99,95;21,2000;-0,060;0,00;101,236;0,009;263,183;318,650;320,35;844,850;;;571,800;591,300;552,000;304,750;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;-0,15104;-0,07857;0,10124555;26,710115;0,000198;24,098497;24,227062;0,0000;0,0048;;;0,00;0,00;-0,03;;1,466;1,640;0,0000000;20,95600;0,04900;-0,01000;-0,0000338;;;;;;
HRR max [kW/m²];3,4;118;20,95400;121,15000;-0,007000;0,049;99,95;21,2000;-0,070;0,00;101,236;0,009;263,183;318,650;320,35;844,917;;;571,900;591,400;552,000;304,750;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,44032000;0,00000;0,0000;;nan;-0,33514;-0,07799;0,10168587;26,513875;0,000186;23,921444;24,049065;0,0000;0,0044;;;0,00;0,00;-0,03;;1,445;1,640;0,0044032;20,95400;0,04900;-0,01000;0,0000548;;;;;;
Max at [s];592;119;20,95400;120,85000;-0,013000;0,049;99,97;21,2000;-0,070;0,00;101,236;0,009;263,183;318,650;320,35;845,017;;;572,100;591,400;552,100;304,750;;;;;0,00;0,00;0,00;3,00;1,77;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,04691999;0,00000;0,0000;;nan;-0,49327;-0,07789;0,10273279;26,481026;-0,000040;23,891807;24,019271;0,0000;-0,0009;;;0,00;0,00;-0,03;;1,435;1,604;0,0104692;20,95400;0,05000;-0,01800;0,0001307;;;;;;
HRR 060s [kW/m²];0,0;120;20,95300;122,07500;0,008000;0,050;99,97;21,2000;-0,070;0,00;101,238;0,009;263,183;318,650;320,35;845,050;;;572,100;591,500;552,100;304,750;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,06197;-0,03224;0,10273279;26,614902;-0,000052;24,012593;24,140700;0,0000;-0,0012;;;0,00;0,00;0,00;;1,421;1,604;0,0000000;20,95500;0,04900;0,00900;-0,0000874;;;;;;
HRR 120s [kW/m²];0,0;121;20,95400;123,49999;-0,002000;0,050;99,94;21,2000;-0,070;0,00;101,236;0,009;263,183;318,750;320,45;845,017;;;571,900;591,500;552,200;304,750;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;-0,20477;-0,03242;0,10273279;26,765590;0,000304;24,156126;24,284959;0,0001;0,0073;;;0,00;0,00;-0,03;;1,397;1,571;0,0000000;20,95300;0,04800;-0,00600;-0,0000212;;;;;;
HRR 180s [kW/m²];0,0;122;20,95500;124,35000;0,017000;0,049;99,96;21,2000;-0,070;0,00;101,238;0,009;263,183;318,750;320,45;845,050;;;572,000;591,500;552,200;304,750;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,30375;-0,07900;0,10273279;26,857542;0,000097;24,239113;24,368388;0,0000;0,0023;;;0,00;0,00;-0,06;;1,375;1,571;0,0000000;20,95300;0,04800;0,00300;-0,0003095;;;;;;
HRR 240s [kW/m²];0,0;123;20,95300;121,80000;0,006000;0,049;99,96;21,2000;-0,070;0,00;101,236;0,009;263,183;318,750;320,45;845,083;;;571,900;591,600;552,300;304,750;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,00884;-0,07819;0,10273279;26,580736;0,000100;23,989294;24,117237;0,0000;0,0024;;;0,00;0,00;0,00;;1,353;1,521;0,0000000;20,95400;0,04900;0,01700;-0,0000494;;;;;;
HRR 300s [kW/m²];0,0;124;20,95300;118,52500;0,022000;0,049;99,96;21,2000;-0,070;0,00;101,242;0,009;263,183;318,850;320,55;845,117;;;572,000;591,600;552,300;304,850;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,42731;-0,07712;0,10273279;26,216833;0,000108;23,668292;23,794483;0,0000;0,0025;;;0,00;0,00;0,00;;1,332;1,521;0,0000000;20,95500;0,04800;0,01700;-0,0002520;;;;;;
HRR 360s [kW/m²];0,0;125;20,95500;117,87500;0,020000;0,049;99,96;21,2000;-0,070;0,00;101,238;0,009;263,183;318,850;320,55;845,283;;;572,500;591,600;552,300;304,750;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,37396;-0,07691;0,10273279;26,144846;0,000063;23,603303;23,729148;0,0000;0,0015;;;0,00;0,00;-0,06;;1,311;1,474;0,0000000;20,95400;0,04900;0,01700;-0,0003475;;;;;;
HRR Test [kW/m²];0,0;126;20,95300;122,37500;0,011000;0,049;99,96;21,2000;-0,080;0,00;101,238;0,009;263,183;318,850;320,55;845,450;;;572,800;591,700;552,400;304,850;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,14178;-0,07836;0,10273279;26,639226;0,000118;24,049624;24,177849;0,0000;0,0028;;;0,00;0,00;0,00;;1,292;1,474;0,0000000;20,95300;0,04900;0,00100;-0,0001127;;;;;;
Results EHC;;127;20,95400;122,99999;-0,001000;0,048;99,98;21,2000;-0,080;0,00;101,238;0,009;263,183;318,850;320,55;845,483;;;572,900;591,700;552,400;304,850;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;-0,17767;-0,12477;0,10273279;26,707165;-0,000093;24,110959;24,239510;0,0000;-0,0022;;;0,00;0,00;-0,03;;1,272;1,430;0,0000000;20,95200;0,04900;-0,00500;-0,0000085;;;;;;
EHC max [MJ/kg];0,0;128;20,95600;122,97500;-0,010000;0,049;99,97;21,2000;-0,080;0,00;101,240;0,009;263,183;318,850;320,55;845,517;;;572,900;591,700;552,500;304,850;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;-0,41749;-0,07855;0,10273279;26,704451;-0,000005;24,108509;24,237047;0,0000;-0,0001;;;0,00;0,00;-0,10;;1,254;1,430;0,0000000;20,95400;0,04900;-0,00600;-0,0000280;;;;;;
Max at [s];349;129;20,95400;121,10000;-0,010000;0,049;99,98;21,2000;-0,090;0,00;101,238;0,009;263,183;318,850;320,55;845,517;;;572,800;591,800;552,500;304,850;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,74388999;0,00000;0,0000;;nan;-0,41430;-0,07795;0,10347668;26,500088;-0,000134;23,924012;24,051567;0,0000;-0,0032;;;0,00;0,00;-0,03;;1,242;1,401;0,0074389;20,95300;0,05000;0,00900;0,0000927;;;;;;
EHC 060s [MJ/kg];0,0;130;20,95600;121,30000;-0,018000;0,050;99,97;21,2000;-0,090;0,00;101,242;0,009;263,183;318,850;320,55;845,483;;;572,600;591,800;552,600;304,850;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,49417;0,00000;0,0000;;nan;-0,62637;-0,03212;0,10397085;26,521962;-0,000049;23,943759;24,071419;0,0000;-0,0012;;;-0,01;0,00;-0,10;;1,234;1,401;0,0049417;20,95300;0,04900;-0,00900;0,0000606;;;;;;
EHC 120s [MJ/kg];0,0;131;20,95400;121,10000;0,009000;0,049;100,00;21,2000;-0,090;0,00;101,238;0,009;263,183;318,850;320,55;845,583;;;572,900;591,800;552,600;304,850;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,08815;-0,07795;0,10397085;26,500088;-0,000262;23,924012;24,051567;-0,0001;-0,0062;;;0,00;0,00;-0,03;;1,220;1,373;0,0000000;20,95200;0,04900;0,00100;-0,0001478;;;;;;
EHC 180s [MJ/kg];0,0;132;20,95400;123,40000;-0,006000;0,048;99,93;21,2000;-0,090;0,00;101,238;0,009;263,183;318,850;320,55;845,583;;;572,900;591,800;552,600;304,850;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,44355999;0,00000;0,0000;;nan;-0,31143;-0,12497;0,10441441;26,750557;0,000356;24,150133;24,278893;0,0001;0,0086;;;0,00;0,00;-0,03;;1,207;1,373;0,0044356;20,95100;0,05000;0,00500;0,0000548;;;;;;
EHC 240s [MJ/kg];0,0;133;20,95500;123,49999;0,003000;0,048;99,96;21,2000;-0,090;0,00;101,240;0,009;263,183;318,850;320,55;845,617;;;572,900;591,800;552,700;304,850;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;-0,07121;-0,12502;0,10441441;26,761393;0,000076;24,159915;24,288728;0,0000;0,0018;;;0,00;0,00;-0,06;;1,194;1,336;0,0000000;20,95200;0,04900;0,01800;-0,0001195;;;;;;
EHC 300s [MJ/kg];0,0;134;20,95300;121,10000;0,017000;0,049;100,00;21,2000;-0,090;0,00;101,238;0,009;263,183;318,850;320,65;845,617;;;572,900;591,800;552,700;304,850;;;;;0,00;0,00;0,00;3,00;1,78;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,29970;-0,07795;0,10441441;26,500088;-0,000300;23,924012;24,059070;-0,0001;-0,0072;;;0,00;0,00;0,00;;1,178;1,336;0,0000000;20,95300;0,05000;0,01800;-0,0001887;;;;;;
EHC 360s [MJ/kg];0,0;135;20,95300;123,15000;0,017000;0,048;99,99;21,2000;-0,100;0,00;101,242;0,009;263,183;318,950;320,65;845,717;;;573,100;591,900;552,700;304,850;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,30218;-0,12483;0,10441441;26,719256;-0,000212;24,129439;24,258049;0,0000;-0,0051;;;0,00;0,00;0,00;;1,162;1,300;0,0000000;20,95200;0,05000;0,00100;-0,0001760;;;;;;
EHC Test [MJ/kg];0,0;136;20,95400;117,65000;0,017000;0,049;99,97;21,2000;-0,100;0,00;101,242;0,009;263,183;318,950;320,65;845,717;;;573,100;591,900;552,700;304,850;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,29536;-0,07682;0,10441441;26,115787;0,000038;23,584463;23,710168;0,0000;0,0009;;;0,00;0,00;-0,03;;1,147;1,300;0,0000000;20,95200;0,05100;0,00400;-0,0002491;;;;;;
Results MLR;;137;20,95500;120,27500;0,001000;0,049;99,95;21,2000;-0,100;0,00;101,236;0,009;263,183;318,950;320,65;845,683;;;572,900;591,900;552,800;304,850;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;-0,12297;-0,07767;0,10441441;26,405527;0,000190;23,846119;23,973219;0,0000;0,0045;;;0,00;0,00;-0,06;;1,132;1,266;0,0000000;20,95100;0,05100;-0,00300;-0,0001069;;;;;;
MLR max [g/s];0,0000;138;20,95400;120,00000;-0,005000;0,049;99,99;21,2000;-0,100;0,00;101,238;0,009;263,183;318,950;320,65;845,650;;;572,800;591,900;552,800;304,850;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,23642;0,00000;0,0000;;nan;-0,28075;-0,07758;0,10465083;26,375322;-0,000236;23,818842;23,945796;0,0000;-0,0056;;;0,00;0,00;-0,03;;1,119;1,266;0,0023642;20,95100;0,05100;0,00500;0,0000295;;;;;;
Max at [s];0;139;20,95300;121,00000;-0,006000;0,049;99,97;21,2000;-0,100;0,00;101,242;0,009;263,183;318,950;320,75;845,717;;;573,000;591,900;552,800;304,850;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,81820999;0,00000;0,0000;;nan;-0,30834;-0,07791;0,10546904;26,484991;-0,000003;23,917881;24,052862;0,0000;-0,0001;;;0,00;0,00;0,00;;1,112;1,246;0,0081821;20,94900;0,05200;-0,00900;0,0001025;;;;;;
MLR 060s [g/s];0,0000;140;20,95200;118,47500;0,009000;0,050;99,95;21,2000;-0,100;0,00;101,242;0,009;263,183;318,950;320,75;845,750;;;573,100;591,900;552,800;304,850;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,08717;-0,03174;0,10546904;26,207193;0,000150;23,667010;23,800575;0,0000;0,0035;;;0,00;0,00;0,04;;1,104;1,246;0,0000000;20,94900;0,05300;0,00500;-0,0000397;;;;;;
MLR 120s [g/s];0,0000;141;20,95400;125,92500;-0,009000;0,049;99,97;21,2000;-0,110;0,00;101,238;0,009;263,183;318,950;320,75;845,783;;;573,200;591,900;552,800;304,850;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,6552;0,00000;0,0000;;nan;-0,39544;-0,07948;0,10612424;27,018618;0,000019;24,399785;24,537486;0,0000;0,0005;;;0,00;0,00;-0,03;;1,095;1,236;0,0065520;20,94900;0,05300;0,00600;0,0000801;;;;;;
MLR 180s [g/s];0,0000;142;20,95300;124,10000;0,001000;0,049;99,98;21,2000;-0,120;0,00;101,238;0,009;263,183;319,050;320,75;845,817;;;573,300;591,900;552,800;304,850;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,11105;0,00000;0,0000;;nan;-0,12489;-0,07889;0,10623529;26,817912;-0,000127;24,226127;24,355211;0,0000;-0,0031;;;0,00;0,00;0,00;;1,087;1,236;0,0011105;20,94900;0,05400;0,00900;0,0000139;;;;;;
MLR 240s [g/s];0,0000;143;20,95300;121,65000;0,005000;0,050;99,96;21,2000;-0,120;0,00;101,242;0,009;263,183;319,050;320,75;845,750;;;573,100;591,900;552,800;304,850;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;-0,01766;-0,03216;0,10623529;26,551871;0,000141;23,985797;24,113601;0,0000;0,0034;;;0,00;0,00;0,00;;1,075;1,215;0,0000000;20,94800;0,05500;0,00900;-0,0000494;;;;;;
MLR 300s [g/s];0,0000;144;20,95200;121,27500;0,018000;0,049;99,97;21,2000;-0,130;0,00;101,238;0,009;263,183;319,050;320,75;845,650;;;572,800;591,800;552,900;304,850;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,32628;-0,07798;0,10623529;26,510915;0,000012;23,948799;24,076406;0,0000;0,0003;;;0,00;0,00;0,04;;1,062;1,215;0,0000000;20,94600;0,05600;0,02200;-0,0001409;;;;;;
MLR 360s [g/s];0,0000;145;20,95100;120,35000;0,018000;0,050;99,98;21,2000;-0,130;0,00;101,242;0,009;263,183;319,050;320,75;845,717;;;573,000;591,800;552,900;304,850;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,32503;-0,03199;0,10623529;26,409618;-0,000102;23,857292;23,984411;0,0000;-0,0024;;;0,00;0,00;0,07;;1,050;1,186;0,0000000;20,94400;0,05800;0,00800;-0,0000932;;;;;;
MLR Test [g/s];0,0000;146;20,95200;123,90000;0,001000;0,050;99,98;21,2000;-0,130;0,00;101,238;0,009;263,183;319,050;320,75;845,750;;;573,100;591,800;552,900;304,850;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,49451;0,00000;0,0000;;nan;-0,12479;-0,03246;0,10672980;26,796294;-0,000131;24,206598;24,335578;0,0000;-0,0032;;;0,00;0,00;0,04;;1,041;1,186;0,0049451;20,93600;0,07100;0,01400;0,0000616;;;;;;
Results SEA;;147;20,95300;122,82500;0,004000;0,051;99,97;21,2000;-0,140;0,00;101,238;0,009;263,183;319,050;320,75;845,717;;;573,000;591,800;552,900;304,850;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;-0,04437;0,01385;0,10672980;26,679793;0,000020;24,101356;24,229776;0,0000;0,0005;;;0,00;0,00;0,00;;1,032;1,159;0,0000000;20,91200;0,09200;0,01300;-0,0000494;;;;;;
SEA max [m²/kg];0,0;148;20,95200;125,70000;-0,003000;0,051;99,96;21,2000;-0,150;0,00;101,240;0,009;263,177;319,050;320,75;845,717;;;573,100;591,700;552,900;304,850;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,80823;0,00000;0,0000;;nan;-0,23342;0,01401;0,10753803;26,990238;0,000121;24,381799;24,511713;0,0000;0,0029;;;0,00;0,00;0,04;;1,025;1,159;0,0080823;20,87200;0,13100;-0,00900;0,0000996;;;;;;
Max at [s];403;149;20,95200;121,92500;0,005000;0,051;99,95;21,2000;-0,160;0,00;101,238;0,009;263,177;319,150;320,85;845,717;;;573,000;591,800;552,900;304,850;;;;;0,00;0,00;0,00;3,00;1,79;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;-0,01768;0,01380;0,10753803;26,577701;0,000171;24,016656;24,144584;0,0000;0,0041;;;0,00;0,00;0,04;;1,019;1,133;0,0000000;20,82300;0,17100;-0,02100;-0,0000017;;;;;;
SEA 060s [m²/kg];0,0;150;20,95100;122,92500;-0,009000;0,052;99,95;21,2000;-0,170;0,00;101,238;0,009;263,183;319,150;320,95;845,583;;;572,700;591,700;552,900;304,850;;;;;0,00;0,00;0,00;3,00;1,80;0,000;0,000;0,57;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,7929;0,00000;0,0000;;nan;-0,39058;0,06003;0,10933093;26,686471;0,000224;24,114944;24,250952;0,0000;0,0054;;;0,00;0,00;0,07;;1,019;1,133;0,0179290;20,76000;0,23200;-0,01300;0,0002232;;;;;;
