General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
Event9;;83;20,95100;89,55000;0,012000;0,180;87,53;20,8000;-2,230;0,00;101,092;0,009;263,164;389,250;404,55;1131,683;;;848,600;880,300;846,700;317,650;;;;;0,00;0,00;0,00;3,00;1,97;0,000;0,000;0,60;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,11693;4,66552;0,04390343;20,576702;0,133058;22,677996;23,569385;0,0275;3,1134;;;0,00;0,04;0,03;;1,216;1,436;0,0000000;18,70500;1,96900;0,00800;-0,0017205;;;;;;
;;84;20,93100;88,70000;0,018000;0,365;87,36;20,8000;-2,400;0,00;101,092;0,009;263,164;394,050;410,95;1132,050;;;849,500;880,400;846,800;317,650;;;;;0,00;0,00;0,00;3,00;1,97;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;0,23893;11,20494;0,04390343;20,353703;0,135009;22,708845;23,682781;0,0280;3,1742;;;0,00;0,10;0,55;;1,166;1,436;0,0000000;18,63500;2,01900;0,00200;-0,0029391;;;;;;
;;85;20,86600;89,30000;-0,007000;0,575;87,37;20,8000;-2,620;0,00;101,092;0,009;263,164;398,550;417,15;1132,483;;;850,600;880,600;846,800;317,650;;;;;0,00;0,00;0,00;3,00;1,97;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0;0,00000;0,0000;;nan;-0,27399;18,64676;0,04390343;20,306806;0,134884;22,915255;23,984691;0,0284;3,2117;;;0,00;0,16;2,22;;1,119;1,321;0,0000000;18,56600;2,08200;0,00400;-0,0013516;;;;;;
;;86;20,71500;90,70000;-0,004000;0,866;85,59;20,8000;-2,830;0,00;101,090;0,009;263,164;402,550;422,55;1133,050;;;852,100;880,700;846,900;317,650;;;;;0,00;0,00;0,00;3,00;1,97;0,000;0,000;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;24,8467999;0,00000;0,0000;;nan;-0,21315;29,07865;0,06875023;20,363434;0,155507;23,209785;24,362923;0,0332;3,7611;;;0,00;0,26;6,11;;1,617;1,321;0,2484680;18,49700;2,13200;0,01300;0,0040821;;;;;;
;;87;20,46700;90,70000;-0,004000;1,083;84,65;20,8000;-3,310;0,00;101,090;0,009;263,164;406,650;428,05;1133,383;;;852,800;880,800;847,100;317,650;;;;;0,00;0,00;0,00;3,00;1,97;0,000;0,000;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;99,14743;0,00000;0,0000;;nan;-0,21213;36,63923;0,16789766;20,260518;0,166448;23,327682;24,555304;0,0359;4,0576;;;0,00;0,32;12,45;;4,155;5,379;0,9914743;18,42800;2,19500;0,01100;0,0163941;;;;;;
;;88;20,21700;93,72500;0,009000;1,314;83,36;20,8000;-3,560;0,00;101,092;0,009;263,164;410,650;433,05;1133,650;;;853,300;881,000;847,200;317,650;;;;;0,00;0,00;0,00;3,00;1,97;0,000;0,000;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;174,022959;0,00000;0,0000;;nan;0,05452;45,36571;0,34192062;20,495056;0,181845;23,829844;25,129706;0,0401;4,5366;;;0,00;0,40;19,08;;9,528;5,379;1,7402296;18,36000;2,24800;0,01300;0,0284829;;;;;;
;;89;19,89600;91,00000;0,016000;1,468;85,26;20,8000;-3,810;0,00;101,082;0,009;263,164;414,350;438,15;1133,850;;;853,500;881,100;847,500;317,650;;;;;0,00;0,00;0,00;3,00;1,97;0,000;0,000;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;274,318889;0,00000;0,0000;;nan;0,19570;49,93709;0,61623950;20,104548;0,159332;23,586415;24,941204;0,0349;3,9451;;;0,00;0,44;26,90;;17,948;19,583;2,7431889;18,30100;2,30600;0,03700;0,0458541;;;;;;
;;90;19,61500;93,62500;0,024000;1,616;84,80;20,8000;-4,290;0,00;101,092;0,009;263,164;418,250;443,45;1133,583;;;852,500;881,200;847,600;317,650;;;;;0,00;0,00;0,00;3,00;1,97;0,000;0,000;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;366,78094;0,00000;0,0000;;nan;0,36175;55,69284;0,98302044;20,297158;0,164750;24,036513;25,484738;0,0368;4,1682;;;0,00;0,49;34,39;;29,442;19,583;3,6678094;18,24400;2,33300;0,03400;0,0608232;;;;;;
;;91;19,37800;88,82500;0,022000;1,721;85,06;20,8000;-4,550;0,00;101,084;0,009;263,164;422,050;448,55;1133,683;;;852,600;881,300;847,700;317,650;;;;;0,00;0,00;0,00;3,00;1,97;0,000;0,000;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;430,634199;0,00000;0,0000;;nan;0,31105;57,63692;1,41365465;19,680809;0,161661;23,518364;24,995054;0,0354;4,0114;;;0,00;0,51;39,26;;43,048;44,055;4,3063420;18,21200;2,35500;0,04000;0,0737471;;;;;;
;;92;19,18400;88,27500;0,023000;1,833;84,06;20,8000;-5,130;0,00;101,084;0,009;263,164;425,950;453,55;1133,650;;;852,400;881,400;847,700;317,650;;;;;0,00;0,00;0,00;3,00;1,97;0,000;0,000;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;485,996489;0,00000;0,0000;;nan;0,32848;61,04272;1,89965114;19,529757;0,173508;23,553516;25,079697;0,0382;4,3200;;;0,00;0,54;43,77;;57,912;44,055;4,8599649;18,19100;2,37100;0,02400;0,0839608;;;;;;
;;93;19,03200;88,27500;0,013000;1,901;84,06;20,8000;-5,330;0,00;101,084;0,009;263,170;425,950;453,55;1133,750;;;852,500;881,500;847,800;317,650;;;;;0,00;0,00;0,00;3,00;1,97;0,000;0,000;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;533,806359;0,00001;0,0000;;nan;0,13100;63,37125;2,4334575;19,529757;0,173508;23,553516;25,079697;0,0382;4,3200;;;0,00;0,56;47,54;;73,644;74,461;5,3380636;18,16800;2,39500;0,03200;0,0922994;;;;;;
;;94;18,89700;96,30000;0,008000;1,969;84,21;20,8000;-5,580;0,00;101,082;0,009;263,164;429,550;458,25;1134,050;;;853,300;881,500;847,900;317,650;;;;;0,00;0,00;0,00;3,00;1,97;0,000;0,000;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;598,415379;0,00001;0,0000;;nan;0,03356;68,34726;3,03187288;20,312509;0,171696;24,704585;26,355200;0,0397;4,4923;;;0,00;0,60;52,93;;90,322;74,461;5,9841538;18,13400;2,43900;0,01400;0,0995581;;;;;;
;;95;18,78700;88,25000;0,002000;2,019;83,74;20,8000;-6,080;0,00;101,084;0,009;263,164;432,450;462,35;1134,317;;;853,900;881,600;848,000;317,650;;;;;0,00;0,00;0,00;3,00;1,97;0,000;0,000;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;604,89759;0,00001;0,0000;;nan;-0,08561;66,91978;3,63677047;19,379684;0,177275;23,729187;25,369845;0,0395;4,4648;;;0,00;0,59;53,21;;107,196;107,026;6,0489759;18,06300;2,51300;0,01700;0,1055457;;;;;;
;;96;18,70500;92,35000;0,004000;2,082;84,60;20,8000;-6,310;0,00;101,092;0,009;263,164;435,550;466,15;1134,217;;;853,400;881,700;848,100;317,650;;;;;0,00;0,00;0,00;3,00;1,97;0,000;0,000;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;640,23371;0,00001;0,0000;;nan;-0,04730;70,40697;4,27700418;19,754077;0,167105;24,360995;26,072501;0,0382;4,3252;;;0,00;0,62;56,30;;123,790;107,026;6,4023371;17,98400;2,55200;0,01600;0,1096409;;;;;;
Auswertung Test;;97;18,63500;91,30000;0,013000;2,132;82,88;20,8000;-6,570;0,00;101,084;0,009;263,164;438,450;469,95;1134,317;;;853,600;881,700;848,200;317,650;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;654,230399;0,00001;0,0000;;nan;0,13140;71,50228;4,93123458;19,576391;0,187589;24,302614;26,048611;0,0429;4,8510;;;0,00;0,63;57,54;;140,241;139,754;6,5423040;17,95000;2,56900;0,01300;0,1130960;;;;;;
Software;Logger2024;98;18,56600;89,67500;0,011000;2,195;83,22;20,8000;-7,070;0,00;101,092;0,009;263,170;440,950;473,15;1134,450;;;853,800;881,800;848,300;317,650;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;665,593249;0,00001;0,0000;;nan;0,09072;72,81017;5,59682783;19,346318;0,183566;24,153937;25,917758;0,0417;4,7231;;;0,00;0,64;58,57;;156,204;139,754;6,6559325;17,93800;2,58000;0,01500;0,1164692;;;;;;
Auswertung Test;;99;18,49700;81,42500;0,013000;2,248;82,70;20,8000;-7,340;0,00;101,090;0,009;263,164;443,650;477,15;1134,550;;;853,900;881,900;848,400;317,650;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;650,7428;0,00001;0,0000;;nan;0,12340;70,88964;6,24757063;18,378748;0,189833;23,086425;24,829680;0,0413;4,6793;;;0,00;0,63;57,26;;171,298;170,456;6,5074280;17,92200;2,59600;0,02300;0,1199083;;;;;;
Test start time   [s];60;100;18,42800;84,20000;0,037000;2,306;84,37;20,8000;-7,850;0,00;101,092;0,009;263,164;446,750;481,15;1134,483;;;853,500;882,000;848,500;317,650;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;676,471429;0,00001;0,0000;;nan;0,57759;73,74473;6,92404206;18,624347;0,169772;23,558405;25,372415;0,0378;4,2763;;;0,01;0,65;59,66;;185,792;170,456;6,7647143;17,90200;2,60400;0,02400;0,1230475;;;;;;
Time to ignition  [s];0;101;18,36000;86,12500;0,034000;2,333;84,48;20,8000;-8,080;0,00;101,082;0,009;263,164;449,250;484,55;1134,750;;;854,000;882,100;848,700;317,750;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;702,61648;0,00001;0,0000;;nan;0,52555;75,27554;7,62665853;18,783558;0,168479;23,892754;25,770137;0,0381;4,3102;;;0,00;0,67;61,80;;200,294;199,499;7,0261648;17,89200;2,62900;0,03700;0,1267684;;;;;;
Time to flame out [s];0;102;18,30100;84,87500;0,040000;2,355;82,76;20,8000;-8,350;0,00;101,084;0,009;263,170;451,550;487,25;1134,783;;;853,700;882,200;849,000;317,750;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;712,753359;0,00001;0,0000;;nan;0,63345;75,26305;8,3394119;18,599200;0,189039;23,779372;25,659393;0,0425;4,8155;;;0,01;0,67;62,59;;214,594;199,499;7,1275336;17,85600;2,65500;0,01800;0,1299148;;;;;;
Time end of test  [s];0;103;18,24400;88,25000;0,024000;2,371;82,94;20,8000;-8,890;0,00;101,082;0,009;263,170;453,950;490,35;1134,750;;;853,400;882,300;849,100;317,750;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;743,21021;0,00001;0,0000;;nan;0,33779;77,08233;9,08262210;18,915187;0,186884;24,311901;26,261352;0,0431;4,8722;;;0,00;0,68;65,03;;228,764;228,273;7,4321021;17,82800;2,66800;0,02200;0,1332478;;;;;;
Masses;;104;18,21200;89,27500;0,032000;2,395;83,58;20,8000;-9,150;0,00;101,090;0,009;263,170;456,150;493,15;1135,283;;;854,700;882,400;849,300;317,750;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;754,0948;0,00001;0,0000;;nan;0,49274;78,14972;9,83671691;18,978784;0,179235;24,511864;26,500111;0,0417;4,7153;;;0,00;0,69;66,03;;242,821;228,273;7,5409480;17,81700;2,67600;0,00500;0,1347680;;;;;;
Mass sust.flaming [g];0,00;105;18,19100;88,37500;0,014000;2,439;82,68;20,8000;-9,720;0,00;101,082;0,009;263,170;457,850;495,35;1135,317;;;854,600;882,400;849,500;317,750;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;754,066300;0,00001;0,0000;;nan;0,14573;79,07334;10,5907832;18,847789;0,190081;24,433399;26,434606;0,0441;4,9883;;;0,00;0,70;66,08;;256,390;255,783;7,5406630;17,79700;2,71200;0,01900;0,1357113;;;;;;
Mass remaining    [g];0,00;106;18,16800;85,12500;0,017000;2,513;82,64;20,8000;-9,910;0,00;101,082;0,009;263,170;460,050;498,35;1135,750;;;855,600;882,500;849,700;317,750;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;741,00646;0,00001;0,0000;;nan;0,19879;79,82740;11,3317896;18,453695;0,190582;24,037463;26,038626;0,0435;4,9265;;;0,00;0,71;65,25;;269,208;255,783;7,4100646;17,75500;2,76000;0,00800;0,1362163;;;;;;
Mass loos test    [g];0,00;107;18,13400;91,50000;0,016000;2,552;83,33;20,8000;-10,180;0,00;101,082;0,009;263,170;461,850;500,45;1136,150;;;856,600;882,600;849,800;317,750;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;775,48266;0,00001;0,0000;;nan;0,18636;83,91579;12,1072723;19,094899;0,182237;24,970002;27,056919;0,0433;4,8950;;;0,00;0,74;68,34;;281,738;281,730;7,7548266;17,68500;2,83300;0,02300;0,1377893;;;;;;
Mass loos rate test [g/s];0,00;108;18,06300;83,57500;0,013000;2,569;79,61;20,8000;-10,700;0,00;101,082;0,009;263,164;463,650;502,55;1136,783;;;858,200;882,700;850,000;317,750;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;760,82042;0,00001;0,0001;;nan;0,12241;80,59377;12,8680927;18,213791;0,227849;23,910622;25,916711;0,0518;5,8623;;;0,00;0,71;66,84;;293,980;281,730;7,6082042;17,59400;2,90400;0,02600;0,1417820;;;;;;
Mass loss rate 10/90 [g/s];0,00;109;17,98400;85,10000;0,015000;2,580;80,31;20,8000;-10,990;0,00;101,082;0,009;263,164;465,050;504,45;1137,317;;;859,400;882,800;850,300;317,750;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;790,34142;0,00001;0,0001;;nan;0,16054;81,56353;13,6584341;18,351529;0,219183;24,164186;26,211426;0,0504;5,7034;;;0,00;0,72;69,19;;305,893;306,396;7,9034142;17,50500;2,94800;0,03400;0,1462455;;;;;;
Values;;110;17,95000;81,35000;0,023000;2,596;78,75;20,8000;-11,570;0,00;101,082;0,009;263,164;466,950;507,05;1137,717;;;860,200;882,900;850,600;317,750;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,47;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;780,09243;0,00001;0,0001;;nan;0,30182;80,09468;14,4385266;17,906095;0,238749;23,673994;25,707031;0,0538;6,0930;;;0,00;0,71;68,29;;317,549;306,396;7,8009243;17,47600;2,95400;0,03400;0,1479669;;;;;;
THR   [MJ/m²];0,0;111;17,93800;86,55000;0,024000;2,604;80,53;20,8000;-11,800;0,00;101,082;0,009;263,170;468,650;509,15;1138,050;;;860,900;883,000;850,800;317,750;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;806,39366;0,00001;0,0001;;nan;0,32946;82,73031;15,2449202;18,435993;0,216374;24,463321;26,577403;0,0504;5,7090;;;0,00;0,73;70,60;;328,925;329,813;8,0639366;17,47000;2,96600;0,04200;0,1485687;;;;;;
TSP   [m²];0,0;112;17,92200;80,45000;0,037000;2,629;80,48;20,8000;-12,080;0,00;101,082;0,009;263,170;470,750;512,25;1138,083;;;860,700;883,000;851,100;317,750;;;;;0,00;0,00;0,00;3,00;1,98;0,000;0,000;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;778,4082;0,00001;0,0000;;nan;0,55064;80,37149;16,0233284;17,734753;0,216973;23,638273;25,722157;0,0490;5,5405;;;0,00;0,71;68,28;;339,845;329,813;7,7840820;17,45900;2,97900;0,04000;0,1490924;;;;;;
TSR   [m²/m²];0,0;113;17,90200;87,05000;0,018000;2,655;80,58;20,8000;-12,630;0,00;101,090;0,009;263,164;472,850;515,15;1137,850;;;859,800;883,000;851,300;317,750;;;;;0,00;0,00;0,00;3,00;1,99;0,000;0,000;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;813,72537;0,00001;0,0001;;nan;0,21706;84,26708;16,8370538;18,406872;0,215755;24,643572;26,848125;0,0508;5,7506;;;0,00;0,74;71,34;;350,432;351,962;8,1372537;17,44100;3,00200;0,03900;0,1501811;;;;;;
TSR   [m²/m² (none flaming phase)];0,0;114;17,89200;82,40000;0,022000;2,668;81,04;20,8000;-12,950;0,00;101,094;0,009;263,164;474,050;516,55;1137,750;;;859,500;883,000;851,300;317,750;;;;;0,00;0,00;0,00;3,00;1,99;0,000;0,000;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;792,761410;0,00001;0,0000;;nan;0,28345;82,29436;17,6298152;17,885819;0,210030;24,006743;26,159019;0,0482;5,4543;;;0,00;0,73;69,55;;360,777;351,962;7,9276141;17,41700;3,01500;0,01700;0,1505810;;;;;;
TSR   [m²/m² (flaming phase)];0,0;115;17,85600;82,35000;0,005000;2,676;80,88;20,8000;-13,500;0,00;101,086;0,009;263,170;475,650;518,85;1137,517;;;858,900;882,900;851,300;317,750;;;;;0,00;0,00;0,00;3,00;1,99;0,000;0,000;0,61;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;802,51525;0,00001;0,0000;;nan;-0,02473;82,38845;18,4323304;17,850293;0,212069;24,039926;26,223306;0,0488;5,5208;;;0,00;0,73;70,24;;370,630;372,421;8,0251525;17,40500;3,01800;0,02400;0,1527701;;;;;;
MARHE [kW / m²];992,4;116;17,82800;83,20000;0,019000;2,712;82,15;20,8000;-13,770;0,00;101,082;0,009;263,170;477,150;520,95;1137,417;;;858,700;882,900;851,200;317,750;;;;;0,00;0,00;0,00;3,00;1,99;0,000;0,000;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;811,04827;0,00001;0,0000;;nan;0,22945;83,82195;19,2433787;17,913956;0,196534;24,201746;26,423346;0,0456;5,1554;;;0,00;0,74;71,13;;380,317;372,421;8,1104827;17,40500;3,01700;0,02400;0,1538644;;;;;;
Results HRR;;117;17,81700;81,57500;0,008000;2,760;82,31;20,8000;-14,020;0,00;101,090;0,009;263,164;478,950;523,25;1137,283;;;858,400;882,800;851,200;317,750;;;;;0,00;0,00;0,00;3,00;1,99;0,000;0,000;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;802,84037;0,00001;0,0000;;nan;0,02932;84,34380;20,0462191;17,704788;0,194546;24,009394;26,230119;0,0448;5,0660;;;0,00;0,75;70,55;;389,666;391,228;8,0284037;17,40700;3,01600;0,02500;0,1541096;;;;;;
HRR max [kW/m²];3,6;118;17,79700;81,45000;0,023000;2,833;82,68;20,8000;-14,580;0,00;101,086;0,009;263,170;480,750;525,65;1137,650;;;859,600;882,600;851,300;317,750;;;;;0,00;0,00;0,00;3,00;1,99;0,000;0,000;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;801,86773;0,00001;0,0000;;nan;0,29783;86,39450;20,8480868;17,658068;0,190100;24,036031;26,280894;0,0438;4,9598;;;0,00;0,76;70,82;;398,604;391,228;8,0186773;17,40200;3,03100;0,02000;0,1543351;;;;;;
Max at [s];259;119;17,75500;83,47500;0,026000;2,904;82,03;20,8000;-14,880;0,00;101,086;0,009;263,164;482,050;527,05;1137,483;;;859,100;882,600;851,300;317,750;;;;;0,00;0,00;0,00;3,00;1,99;0,000;0,000;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;819,23285;0,00001;0,0000;;nan;0,35543;89,57665;21,6673197;17,852106;0,197908;24,365864;26,640449;0,0462;5,2341;;;0,00;0,79;72,55;;407,396;409,081;8,1923285;17,37200;3,05900;0,04200;0,1559904;;;;;;
HRR 060s [kW/m²];0,0;120;17,68500;82,85000;0,034000;2,948;81,44;20,8000;-15,150;0,00;101,086;0,009;263,164;483,550;529,25;1137,550;;;859,400;882,500;851,300;317,850;;;;;0,00;0,00;0,00;3,00;1,99;0,000;0,000;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;832,96683;0,00001;0,0000;;nan;0,49764;90,48262;22,5002865;17,757543;0,205143;24,312214;26,609947;0,0479;5,4193;;;0,00;0,80;73,76;;416,188;409,081;8,3296683;17,35100;3,06200;0,03000;0,1595087;;;;;;
