General information;;time (s);O2 (%);DPT (Pa);CO (%);CO2 (%);PD (%);AHU (%);Mass (g);Methane MFM (g/s);APT (kPa);HFM (kW/m²);Cold Trap TC (K);StackTC (K);Smoke TC (K);Cone heater TC (K);Soot MFM (g/s);Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;n.u;TX1;TX2;TX3;TX4;TX5;TX6;TX7;TX8;TX9;TX10;TX11;TX12;TX13;TX14;TX15;n.u;n.u.;n.u.;n.u.;L0;L1;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31
;;;;;;;;;;;;;;;;;;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;V;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;%;%;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;
;;240;17,21700;78,45000;0,032000;3,233;83,40;20,5000;-46,030;0,00;101,886;0,000;263,183;513,150;559,35;1018,050;;;748,100;756,500;730,100;315,650;;;;;0,00;0,00;0,00;3,00;2,33;0,000;0,000;0,61;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;909,11034;0,00001;0,0000;;nan;0,47278;92,32506;94,7762690;16,812905;0,182275;24,427969;26,627272;0,0426;4,8183;;;0,00;0,82;78,31;;592,587;589,967;9,0911034;17,05200;3,35300;0,04300;0,1836412;;;;;;
;;241;17,20900;74,90000;0,046000;3,230;84,36;20,5000;-46,550;0,00;101,886;0,000;263,183;513,650;560,05;1018,017;;;748,200;756,400;730,000;315,650;;;;;0,00;0,00;0,00;3,00;2,33;0,000;0,000;0,61;0,54;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;889,51781;0,00001;0,0000;;nan;0,69043;90,08273;95,6657868;16,420097;0,170816;23,880493;26,037710;0,0390;4,4154;;;0,01;0,80;76,65;;594,937;594,375;8,8951781;17,03700;3,35600;0,02500;0,1839897;;;;;;
;;242;17,19400;74,32500;0,038000;3,212;82,26;20,5000;-46,860;0,00;101,884;0,000;263,183;514,750;561,35;1017,950;;;747,900;756,400;730,100;315,750;;;;;0,00;0,00;0,00;3,00;2,33;0,000;0,000;0,61;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;890,492369;0,00001;0,0000;;nan;0,55699;89,13244;96,5562792;16,339461;0,196015;23,814111;25,969988;0,0447;5,0536;;;0,00;0,79;76,57;;597,202;594,375;8,9049237;17,02700;3,37800;0,02900;0,1851212;;;;;;
;;243;17,18500;74,67500;0,023000;3,189;83,56;20,5000;-47,380;0,00;101,884;0,000;263,183;515,650;562,45;1017,783;;;747,600;756,300;730,000;315,750;;;;;0,00;0,00;0,00;3,00;2,33;0,000;0,000;0,61;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;896,101190;0,00001;0,0000;;nan;0,31363;88,61435;97,4523804;16,363589;0,180288;23,890974;26,059300;0,0412;4,6641;;;0,00;0,78;76,87;;599,463;598,921;8,9610119;16,99800;3,41200;0,01700;0,1860286;;;;;;
;;244;17,19100;76,20000;0,012000;3,202;83,52;20,5000;-47,660;0,00;101,886;0,000;263,183;516,350;563,65;1017,950;;;748,100;756,300;730,000;315,750;;;;;0,00;0,00;0,00;3,00;2,33;0,000;0,000;0,61;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;902,84987;0,00001;0,0000;;nan;0,13584;89,82379;98,3552303;16,518624;0,180840;24,150065;26,362321;0,0418;4,7328;;;0,00;0,79;77,47;;601,737;598,921;9,0284987;16,93900;3,47700;0,01300;0,1856625;;;;;;
;;245;17,22000;74,37500;0,017000;3,242;82,18;20,5000;-48,240;0,00;101,884;0,000;263,183;516,650;564,05;1018,417;;;749,500;756,300;730,000;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;881,66162;0,00001;0,0000;;nan;0,21532;89,84136;99,2368919;16,314874;0,196952;23,866044;26,055632;0,0450;5,0945;;;0,00;0,79;75,93;;603,943;603,322;8,8166162;16,86000;3,53000;0,01500;0,1835297;;;;;;
;;246;17,23700;77,52500;0,017000;3,263;81,06;20,5000;-48,510;0,00;101,884;0,000;263,183;517,250;564,85;1018,650;;;750,200;756,200;730,100;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;893,860139;0,00001;0,0000;;nan;0,21970;92,27358;100,130752;16,647119;0,210698;24,380346;26,623951;0,0492;5,5689;;;0,00;0,82;77,12;;606,098;603,322;8,9386014;16,80900;3,58500;0,03100;0,1823330;;;;;;
;;247;17,20600;76,60000;0,013000;3,264;79,53;20,5000;-48,820;0,00;101,884;0,000;263,183;517,850;565,45;1020,217;;;754,800;756,200;730,200;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;896,69176;0,00001;0,0001;;nan;0,15245;91,69654;101,027443;16,537919;0,229727;24,248513;26,477399;0,0534;6,0385;;;0,00;0,81;77,25;;608,275;607,632;8,9669176;16,74900;3,63100;0,02300;0,1841525;;;;;;
;;248;17,16200;73,47500;0,019000;3,268;81,73;20,5000;-49,430;0,00;101,884;0,000;263,177;518,750;566,75;1019,983;;;754,000;756,200;730,300;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;888,82115;0,00001;0,0000;;nan;0,24577;89,83976;101,916264;16,183006;0,202434;23,769365;25,968748;0,0461;5,2188;;;0,00;0,79;76,48;;610,414;607,632;8,8882115;16,68800;3,68000;0,03600;0,1865866;;;;;;
;;249;17,14500;73,25000;0,045000;3,297;80,13;20,5000;-49,750;0,00;101,878;0,000;263,177;519,850;568,15;1020,083;;;754,100;756,200;730,500;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;888,45418;0,00001;0,0001;;nan;0,66261;90,41392;102,804719;16,141104;0,222261;23,758092;25,965490;0,0506;5,7293;;;0,01;0,80;76,63;;612,505;611,892;8,8845418;16,63900;3,71200;0,04700;0,1870040;;;;;;
;;250;17,14700;73,52500;0,041000;3,330;81,06;20,5000;-50,370;0,00;101,886;0,000;263,177;520,550;569,05;1020,983;;;756,600;756,100;730,800;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;887,60131;0,00001;0,0000;;nan;0,59910;91,44203;103,692320;16,160498;0,210734;23,818667;26,037869;0,0481;5,4473;;;0,01;0,81;76,68;;614,571;611,892;8,8760131;16,58700;3,78500;0,04900;0,1865920;;;;;;
;;251;17,13400;76,87500;0,043000;3,353;82,36;20,5000;-50,640;0,00;101,878;0,000;263,177;521,950;571,05;1021,050;;;756,600;756,000;731,100;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;908,731219;0,00001;0,0000;;nan;0,64460;94,03028;104,601051;16,502379;0,194840;24,387975;26,682159;0,0456;5,1610;;;0,01;0,83;78,57;;616,675;616,133;9,0873122;16,49800;3,85200;0,04900;0,1870860;;;;;;
;;252;17,09500;73,00000;0,025000;3,356;81,28;20,5000;-51,280;0,00;101,876;0,000;263,177;522,650;572,15;1021,717;;;758,300;756,000;731,400;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;896,082220;0,00001;0,0000;;nan;0,33997;91,65105;105,497133;16,070316;0,207981;23,781302;26,033621;0,0475;5,3752;;;0,00;0,81;77,29;;618,783;616,133;8,9608222;16,42100;3,90300;0,04600;0,1894871;;;;;;
;;253;17,05200;73,00000;0,029000;3,378;81,28;20,5000;-51,560;0,00;101,876;0,000;263,177;522,650;572,15;1021,850;;;758,700;755,900;731,500;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;906,33264;0,00001;0,0000;;nan;0,40391;92,26087;106,403466;16,070316;0,207981;23,781302;26,033621;0,0475;5,3752;;;0,00;0,82;78,15;;620,861;620,392;9,0633264;16,38600;3,91600;0,03000;0,1916986;;;;;;
;;254;17,03700;72,42500;0,017000;3,412;80,65;20,5000;-51,860;0,00;101,886;0,000;263,177;523,250;573,15;1022,783;;;761,500;755,800;731,600;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;905,195570;0,00001;0,0000;;nan;0,21112;92,78183;107,308662;15,997720;0,215774;23,701051;25,961313;0,0491;5,5612;;;0,00;0,82;78,10;;622,945;620,392;9,0519557;16,37700;3,92500;0,02900;0,1923385;;;;;;
;;255;17,02700;68,80000;0,013000;3,477;81,30;20,5000;-52,450;0,00;101,878;0,000;263,177;524,450;574,95;1023,350;;;763,500;755,600;731,500;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;881,04609;0,00001;0,0000;;nan;0,14356;92,07188;108,189708;15,574375;0,207766;23,126771;25,353678;0,0462;5,2294;;;0,00;0,81;76,23;;624,934;624,402;8,8104609;16,36400;3,95100;0,02800;0,1922947;;;;;;
;;256;16,99800;72,07500;0,015000;3,530;80,84;20,5000;-52,790;0,00;101,882;0,000;263,177;525,950;576,95;1021,983;;;759,600;755,500;731,400;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;905,587219;0,00001;0,0000;;nan;0,17840;95,55755;109,095295;15,918002;0,213395;23,704636;26,003212;0,0487;5,5087;;;0,00;0,84;78,48;;626,903;624,402;9,0558722;16,31600;4,00100;0,04500;0,1934065;;;;;;
;;257;16,93900;71,02500;0,031000;3,585;80,94;20,5000;-53,400;0,00;101,882;0,000;263,177;527,250;578,55;1021,650;;;759,100;755,200;731,200;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;910,034059;0,00001;0,0000;;nan;0,42806;96,23837;110,005329;15,782136;0,212185;23,560399;25,852762;0,0481;5,4458;;;0,00;0,85;78,97;;628,936;628,353;9,1003406;16,26400;4,03600;0,03700;0,1960848;;;;;;
;;258;16,86000;72,25000;0,023000;3,631;80,86;20,5000;-53,720;0,00;101,882;0,000;263,177;528,550;580,15;1023,650;;;765,200;755,000;731,300;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;935,77969;0,00001;0,0000;;nan;0,30469;98,20593;110,941109;15,898068;0,213123;23,791986;26,114692;0,0488;5,5253;;;0,00;0,87;81,12;;631,035;628,353;9,3577969;16,21200;4,09700;0,03400;0,2002468;;;;;;
;;259;16,80900;74,65000;0,036000;3,680;81,33;20,5000;-54,430;0,00;101,878;0,000;263,177;529,250;581,25;1022,950;;;763,300;754,800;731,300;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;961,29235;0,00001;0,0000;;nan;0,51833;101,12199;111,902401;16,149271;0,207428;24,199928;26,577625;0,0484;5,4730;;;0,00;0,89;83,43;;633,258;632,680;9,6129235;16,15100;4,15900;0,03000;0,2025556;;;;;;
;;260;16,74900;72,55000;0,047000;3,712;78,23;20,5000;-54,720;0,00;101,884;0,000;263,177;530,750;583,15;1024,117;;;767,200;754,500;731,200;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;960,125309;0,00001;0,0001;;nan;0,68421;100,42509;112,862526;15,897988;0,246233;23,890896;26,249601;0,0567;6,4167;;;0,01;0,89;83,32;;635,528;632,680;9,6012531;16,06400;4,24700;0,04300;0,2055720;;;;;;
;;261;16,68800;73,12500;0,049000;3,785;80,68;20,5000;-55,070;0,00;101,882;0,000;263,177;531,850;584,65;1025,650;;;772,000;754,300;731,200;315,750;;;;;0,00;0,00;0,00;3,00;2,34;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;975,5481;0,00001;0,0000;;nan;0,71792;102,72474;113,838074;15,944349;0,215443;24,010226;26,393867;0,0499;5,6451;;;0,01;0,91;84,77;;637,816;637,290;9,7554810;15,96800;4,31800;0,03400;0,2083259;;;;;;
;;262;16,63900;71,27500;0,049000;3,852;80,55;20,5000;-55,700;0,00;101,884;0,000;263,183;532,650;585,75;1024,050;;;767,700;754,000;731,000;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;972,10381;0,00001;0,0000;;nan;0,70825;103,15796;114,810178;15,729543;0,217040;23,722383;26,087273;0,0497;5,6209;;;0,01;0,91;84,59;;640,115;637,290;9,7210381;15,86300;4,43600;0,03000;0,2104717;;;;;;
;;263;16,58700;70,57500;0,046000;3,903;79,77;20,5000;-56,060;0,00;101,882;0,000;263,183;534,050;587,65;1023,950;;;767,900;753,700;730,800;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;977,306549;0,00001;0,0001;;nan;0,65718;103,88958;115,787485;15,631582;0,226777;23,636606;26,008898;0,0517;5,8555;;;0,01;0,92;85,08;;642,395;641,899;9,7730655;15,72800;4,52500;0,03100;0,2129787;;;;;;
;;264;16,49800;70,75000;0,030000;3,916;81,82;20,5000;-56,690;0,00;101,884;0,000;263,183;535,350;589,25;1024,350;;;769,700;753,300;730,600;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1000,34075;0,00001;0,0000;;nan;0,40841;104,24165;116,787826;15,631936;0,201350;23,694681;26,080304;0,0461;5,2132;;;0,00;0,92;86,81;;644,732;641,899;10,0034076;15,62900;4,59000;0,02500;0,2181068;;;;;;
;;265;16,42100;70,75000;0,029000;3,925;81,88;20,5000;-57,030;0,00;101,880;0,000;263,183;536,850;591,35;1025,017;;;772,200;753,000;730,400;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1018,29364;0,00001;0,0000;;nan;0,39231;104,33722;117,806119;15,610083;0,200695;23,727853;26,136660;0,0460;5,2075;;;0,00;0,92;88,19;;647,159;646,653;10,1829364;15,57600;4,64100;0,01700;0,2224305;;;;;;
;;266;16,38600;74,27500;0,028000;3,951;81,69;20,5000;-57,720;0,00;101,880;0,000;263,183;538,450;593,85;1025,117;;;772,800;752,700;730,400;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1049,83163;0,00001;0,0000;;nan;0,38548;107,46081;118,855951;15,970448;0,203019;24,347969;26,853082;0,0478;5,4121;;;0,00;0,95;90,92;;649,698;646,653;10,4983163;15,51900;4,63700;0,03900;0,2241853;;;;;;
;;267;16,37700;68,15000;0,045000;4,001;83,11;20,5000;-58,050;0,00;101,880;0,000;263,183;540,250;596,75;1023,817;;;769,500;752,300;730,200;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1003,32244;0,00001;0,0000;;nan;0,62686;104,07868;119,859273;15,272284;0,185712;23,361410;25,804574;0,0420;4,7575;;;0,01;0,92;87,12;;652,172;651,458;10,0332245;15,56200;4,55400;0,03500;0,2240462;;;;;;
;;268;16,36400;75,20000;0,037000;4,036;80,74;20,5000;-58,740;0,00;101,882;0,000;263,183;542,350;599,85;1022,350;;;765,900;751,800;729,900;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1054,10184;0,00001;0,0001;;nan;0,52980;110,08273;120,913375;16,011704;0,214709;24,587676;27,194464;0,0512;5,7966;;;0,00;0,97;91,59;;654,634;651,458;10,5410184;15,70900;4,41200;0,05900;0,2245258;;;;;;
;;269;16,31600;73,92500;0,034000;4,097;82,67;20,5000;-59,060;0,00;101,882;0,000;263,183;543,950;601,95;1021,183;;;763,200;751,300;729,600;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1053,47626;0,00001;0,0000;;nan;0,47721;110,65153;121,966851;15,852021;0,191070;24,414277;27,017510;0,0453;5,1248;;;0,00;0,98;91,63;;657,208;656,362;10,5347626;15,84900;4,33600;0,05200;0,2267032;;;;;;
;;270;16,26400;67,55000;0,030000;4,159;82,40;20,5000;-59,790;0,00;101,882;0,000;263,183;546,550;605,95;1021,850;;;766,100;750,800;729,200;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1015,04542;0,00001;0,0000;;nan;0,39493;107,13554;122,981897;15,117020;0,194290;23,393562;25,936015;0,0442;5,0026;;;0,00;0,95;88,36;;659,653;656,362;10,1504542;15,92800;4,29100;0,06200;0,2291096;;;;;;
;;271;16,21200;68,07500;0,043000;4,247;82,19;20,5000;-60,110;0,00;101,882;0,000;263,183;547,450;607,05;1021,750;;;766,700;750,300;728,800;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,53;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1026,77812;0,00001;0,0000;;nan;0,59219;109,76332;124,008675;15,163172;0,196801;23,503621;26,062423;0,0450;5,0919;;;0,01;0,97;89,61;;662,002;661,298;10,2677812;15,96000;4,27200;0,04900;0,2311007;;;;;;
;;272;16,15100;71,72500;0,034000;4,318;80,72;20,5000;-60,440;0,00;101,882;0,000;263,183;547,950;607,35;1022,217;;;768,800;749,800;728,600;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1066,29694;0,00001;0,0001;;nan;0,46832;114,52085;125,074972;15,557266;0,214877;24,136509;26,753006;0,0504;5,7069;;;0,00;1,01;93,12;;664,466;661,298;10,6629694;15,98600;4,24000;0,05000;0,2339842;;;;;;
;;273;16,06400;67,82500;0,030000;4,436;81,64;20,5000;-61,040;0,00;101,882;0,000;263,183;548,050;607,65;1023,817;;;774,200;749,400;728,400;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1053,52866;0,00001;0,0000;;nan;0,39519;114,43188;126,128501;15,127016;0,203620;23,473277;26,025977;0,0465;5,2610;;;0,00;1,01;92,19;;666,978;666,142;10,5352866;16,01900;4,20600;0,03300;0,2378516;;;;;;
;;274;15,96800;71,27500;0,031000;4,525;80,48;20,5000;-61,390;0,00;101,874;0,000;263,183;548,850;608,35;1022,550;;;771,100;748,900;728,200;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1099,60917;0,00001;0,0001;;nan;0,42023;119,59864;127,228110;15,495665;0,217921;24,080427;26,690949;0,0510;5,7744;;;0,00;1,06;96,29;;669,555;666,142;10,9960917;16,06600;4,15100;0,03600;0,2424635;;;;;;
;;275;15,86300;70,00000;0,025000;4,590;81,08;20,5000;-62,040;0,00;101,884;0,000;263,183;549,550;609,25;1021,517;;;768,200;748,400;728,500;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1112,74975;0,00001;0,0000;;nan;0,32461;120,16843;128,340859;15,346660;0,210497;23,879286;26,473397;0,0489;5,5322;;;0,00;1,06;97,37;;672,264;671,348;11,1274975;16,14000;4,07500;0,01200;0,2478801;;;;;;
;;276;15,72800;74,60000;0,017000;4,641;80,94;20,5000;-62,310;0,00;101,876;0,000;263,183;550,050;609,35;1020,517;;;765,900;747,900;728,300;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1180,97427;0,00001;0,0001;;nan;0,20895;125,39034;129,521834;15,835682;0,212174;24,662620;27,321458;0,0508;5,7549;;;0,00;1,11;103,14;;675,160;671,348;11,8097427;16,24400;4,01200;0,02500;0,2551426;;;;;;
;;277;15,62900;71,10000;0,039000;4,637;81,38;20,5000;-62,970;0,00;101,884;0,000;263,183;550,650;609,75;1019,383;;;763,500;747,400;727,800;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1176,21912;0,00001;0,0000;;nan;0,54197;122,24004;130,698053;15,451315;0,206762;24,090253;26,675804;0,0484;5,4756;;;0,00;1,08;102,54;;678,196;677,099;11,7621912;16,27300;4,02600;0,01500;0,2605834;;;;;;
;;278;15,57600;71,30000;0,035000;4,554;80,23;20,5000;-63,260;0,00;101,884;0,000;263,183;550,650;609,45;1018,583;;;762,000;747,000;727,300;315,750;;;;;0,00;0,00;0,00;3,00;2,35;0,000;0,000;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1194,58535;0,00001;0,0001;;nan;0,48117;120,19721;131,892638;15,473031;0,221037;24,124110;26,700152;0,0518;5,8589;;;0,00;1,06;103,71;;681,239;677,099;11,9458535;16,24700;4,02600;0,03500;0,2643832;;;;;;
