File Name:	PS_14.txt	Version: 8.3.7.3						
Date:	07 Aug 2024
Operator:	KH
Test ID:	PS_14
Sample ID:	PS_14
Sample Mass (mg):	184.4500
Sample Cup Mass (mg):	4.2500
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	99.774
Baseline O2:	20.406
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
77.000	140.611	80.014	19.981	100.375	20.286	0.001	1.076	898.946
77.500	141.115	80.013	19.981	100.379	20.289	-0.003	1.039	898.931
78.000	141.653	80.015	19.981	100.381	20.290	-0.004	1.043	898.921
78.500	142.172	80.012	19.981	100.383	20.289	-0.003	1.057	898.927
79.000	142.697	80.015	19.980	100.386	20.288	-0.001	1.044	898.942
79.500	143.219	80.015	19.981	100.387	20.289	-0.004	1.047	898.947
80.000	143.746	80.013	19.980	100.385	20.291	-0.009	1.049	898.929
80.500	144.260	80.014	19.979	100.381	20.293	-0.016	1.041	898.915
81.000	144.778	80.014	19.980	100.381	20.295	-0.019	1.031	898.937
81.500	145.316	80.014	19.981	100.376	20.293	-0.016	1.057	898.952
82.000	145.810	80.012	19.981	100.380	20.292	-0.014	1.033	898.950
82.500	146.352	80.013	19.981	100.380	20.291	-0.013	1.036	898.945
83.000	146.859	80.016	19.981	100.383	20.292	-0.014	1.048	898.965
83.501	147.367	80.015	19.980	100.383	20.292	-0.012	1.014	898.959
84.001	147.887	80.015	19.981	100.384	20.289	-0.007	1.028	898.961
84.501	148.384	80.015	19.981	100.382	20.291	-0.009	1.017	898.943
85.001	148.914	80.016	19.980	100.378	20.292	-0.010	1.028	898.955
85.500	149.449	80.016	19.982	100.375	20.290	-0.002	1.066	898.935
86.000	149.971	80.013	19.982	100.378	20.292	-0.004	1.056	898.942
86.500	150.487	80.012	19.981	100.380	20.289	0.001	1.038	898.937
87.000	151.007	80.016	19.982	100.385	20.293	-0.003	1.037	898.964
87.500	151.505	80.015	19.980	100.395	20.295	-0.005	1.019	898.941
88.000	152.042	80.014	19.981	100.404	20.294	-0.005	1.034	898.925
88.500	152.540	80.016	19.982	100.400	20.295	-0.007	1.035	898.956
89.000	153.084	80.013	19.981	100.400	20.294	-0.005	1.042	898.936
89.500	153.587	80.015	19.980	100.401	20.298	-0.009	1.047	898.964
90.000	154.086	80.014	19.980	100.397	20.296	-0.006	1.001	898.942
90.500	154.617	80.014	19.980	100.390	20.294	-0.003	1.030	898.952
91.000	155.110	80.015	19.981	100.393	20.295	-0.002	1.025	898.938
91.500	155.641	80.014	19.981	100.391	20.294	-0.001	1.024	898.939
92.000	156.155	80.014	19.980	100.386	20.299	-0.009	1.045	898.947
92.500	156.679	80.013	19.981	100.378	20.295	-0.002	1.038	898.991
93.001	157.201	80.013	19.981	100.371	20.296	-0.003	1.045	898.962
93.501	157.700	80.013	19.981	100.364	20.295	-0.002	1.022	898.955
94.000	158.234	80.015	19.983	100.363	20.297	-0.007	1.033	898.949
94.501	158.705	80.015	19.981	100.360	20.292	0.002	1.004	898.947
