File Name:	PS_18.txt	Version: 8.3.7.3						
Date:	14 Aug 2024
Operator:	KH
Test ID:	PS_18
Sample ID:	PS_18
Sample Mass (mg):	3.2100
Sample Cup Mass (mg):	184.4800
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	100.136
Baseline O2:	20.233
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
103.502	167.637	80.098	19.979	100.556	20.132	0.506	1.043	899.694
104.002	168.156	80.100	19.979	100.554	20.130	0.854	1.014	899.679
104.501	168.644	80.100	19.978	100.554	20.130	0.834	1.007	899.660
105.002	169.182	80.098	19.978	100.556	20.131	0.793	1.026	899.681
105.502	169.715	80.097	19.978	100.556	20.132	0.813	1.072	899.668
106.002	170.199	80.096	19.978	100.552	20.134	0.828	1.016	899.706
106.502	170.694	80.099	19.978	100.554	20.133	0.999	0.978	899.676
107.002	171.201	80.098	19.979	100.554	20.132	1.118	1.003	899.704
107.502	171.701	80.099	19.979	100.553	20.134	0.912	1.007	899.687
108.002	172.254	80.100	19.979	100.551	20.131	1.214	1.053	899.689
108.502	172.748	80.098	19.979	100.558	20.132	1.041	1.047	899.673
109.002	173.269	80.099	19.979	100.554	20.135	0.662	1.014	899.685
109.502	173.763	80.099	19.979	100.551	20.133	0.752	1.015	899.689
110.002	174.262	80.098	19.978	100.551	20.136	0.434	0.994	899.702
110.502	174.774	80.097	19.978	100.556	20.134	0.590	1.011	899.687
111.002	175.294	80.096	19.979	100.548	20.132	0.770	1.033	899.687
111.502	175.826	80.098	19.978	100.546	20.133	0.667	1.052	899.669
112.002	176.329	80.098	19.977	100.544	20.132	0.677	1.034	899.667
112.502	176.839	80.096	19.977	100.540	20.132	0.629	1.012	899.704
113.002	177.330	80.096	19.978	100.528	20.132	0.812	1.000	899.661
113.502	177.815	80.098	19.977	100.523	20.129	1.196	0.977	899.686
114.002	178.367	80.098	19.978	100.519	20.132	1.020	1.037	899.704
114.502	178.877	80.100	19.978	100.517	20.134	1.042	1.062	899.705
115.002	179.370	80.100	19.978	100.515	20.136	1.056	1.005	899.708
115.501	179.891	80.098	19.977	100.522	20.138	0.799	1.013	899.706
116.002	180.383	80.097	19.977	100.530	20.136	0.995	1.011	899.698
116.503	180.916	80.096	19.978	100.534	20.136	0.920	1.025	899.662
117.002	181.440	80.097	19.979	100.533	20.134	0.952	1.058	899.697
117.501	181.951	80.097	19.978	100.538	20.135	0.792	1.035	899.678
118.002	182.430	80.097	19.978	100.538	20.134	0.902	0.990	899.696
118.502	182.958	80.099	19.978	100.537	20.136	0.831	1.008	899.709
119.002	183.465	80.098	19.977	100.542	20.133	1.128	1.036	899.691
119.502	184.001	80.099	19.978	100.548	20.136	0.823	1.042	899.722
120.002	184.507	80.101	19.978	100.541	20.138	0.736	1.041	899.713
120.502	185.000	80.100	19.978	100.537	20.137	0.838	1.000	899.697
121.002	185.512	80.099	19.978	100.530	20.140	0.559	1.005	899.690
121.502	186.021	80.098	19.978	100.519	20.137	0.769	1.021	899.677
122.002	186.492	80.098	19.978	100.506	20.136	0.989	0.980	899.685
122.502	187.006	80.099	19.978	100.499	20.136	1.004	0.985	899.689
123.002	187.529	80.097	19.978	100.505	20.137	0.879	1.036	899.692
123.502	188.043	80.098	19.978	100.508	20.138	0.826	1.037	899.691
124.002	188.553	80.098	19.978	100.513	20.140	0.650	1.025	899.704
124.502	189.047	80.097	19.977	100.525	20.137	0.951	1.004	899.675
125.002	189.575	80.096	19.978	100.527	20.132	1.426	1.021	899.709
125.502	190.093	80.099	19.978	100.517	20.138	0.944	1.046	899.675
126.002	190.589	80.098	19.977	100.513	20.142	0.654	1.015	899.732
126.501	191.106	80.097	19.977	100.514	20.142	0.741	1.014	899.707
127.001	191.598	80.096	19.977	100.507	20.141	0.784	1.009	899.714
127.501	192.122	80.096	19.977	100.510	20.141	0.706	1.016	899.698
128.002	192.617	80.098	19.977	100.512	20.141	0.735	1.018	899.698
128.502	193.141	80.099	19.977	100.512	20.140	0.780	1.018	899.678
129.002	193.652	80.099	19.977	100.508	20.141	0.807	1.035	899.683
129.502	194.181	80.100	19.977	100.504	20.145	0.432	1.040	899.707
130.002	194.660	80.099	19.977	100.500	20.141	0.902	1.008	899.701
130.502	195.201	80.099	19.978	100.505	20.139	1.100	1.019	899.715
131.002	195.723	80.103	19.978	100.505	20.146	0.330	1.062	899.727
131.503	196.195	80.101	19.978	100.505	20.148	0.183	0.994	899.666
132.002	196.699	80.099	19.977	100.507	20.146	0.200	0.976	899.708
132.502	197.205	80.096	19.977	100.503	20.146	0.196	1.011	899.732
133.003	197.718	80.094	19.977	100.494	20.144	0.492	1.019	899.695
133.502	198.223	80.098	19.978	100.491	20.140	0.876	1.018	899.717
134.002	198.750	80.097	19.977	100.487	20.143	0.810	1.032	899.730
134.502	199.248	80.099	19.977	100.488	20.144	0.717	1.024	899.744
135.002	199.742	80.100	19.977	100.495	20.146	0.483	0.992	899.700
135.502	200.254	80.097	19.977	100.496	20.143	0.711	1.007	899.700
136.002	200.758	80.097	19.977	100.496	20.145	0.541	1.016	899.737
136.502	201.256	80.099	19.978	100.492	20.143	0.656	1.002	899.745
137.002	201.791	80.098	19.978	100.484	20.142	0.619	1.032	899.719
137.502	202.273	80.099	19.978	100.479	20.144	0.466	1.016	899.722
138.003	202.814	80.099	19.977	100.483	20.144	0.629	1.023	899.733
138.502	203.298	80.100	19.977	100.489	20.144	0.695	1.026	899.734
139.002	203.818	80.100	19.978	100.495	20.149	0.202	1.004	899.743
139.503	204.325	80.098	19.977	100.499	20.150	0.138	1.026	899.704
140.002	204.835	80.099	19.978	100.495	20.147	0.560	1.018	899.683
140.502	205.322	80.097	19.979	100.491	20.147	0.592	0.997	899.733
141.002	205.821	80.096	19.979	100.482	20.148	0.405	0.985	899.701
141.502	206.329	80.098	19.978	100.478	20.145	0.643	1.007	899.739
142.002	206.852	80.098	19.980	100.476	20.145	0.657	1.031	899.729
142.503	207.350	80.099	19.979	100.482	20.144	0.814	1.021	899.741
143.003	207.900	80.098	19.979	100.485	20.145	0.600	1.050	899.726
143.502	208.372	80.098	19.978	100.483	20.149	0.061	1.023	899.737
144.002	208.862	80.098	19.978	100.490	20.149	0.215	0.962	899.725
144.502	209.383	80.098	19.978	100.497	20.150	0.132	1.010	899.707
145.002	209.874	80.096	19.978	100.489	20.148	0.277	1.011	899.732
145.502	210.441	80.098	19.978	100.482	20.146	0.487	1.058	899.719
146.002	210.900	80.097	19.979	100.479	20.147	0.561	1.027	899.707
146.502	211.408	80.096	19.979	100.478	20.148	0.605	0.967	899.728
147.002	211.923	80.099	19.978	100.473	20.146	0.800	1.022	899.759
147.502	212.426	80.099	19.979	100.471	20.146	0.936	1.018	899.732
148.003	212.924	80.098	19.979	100.470	20.147	0.752	1.001	899.748
148.503	213.448	80.096	19.978	100.478	20.151	0.496	1.021	899.743
149.003	213.926	80.097	19.978	100.472	20.149	0.647	1.002	899.746
149.503	214.424	80.097	19.978	100.472	20.150	0.426	0.977	899.760
150.002	214.943	80.099	19.979	100.477	20.149	0.435	1.017	899.719
150.502	215.439	80.098	19.979	100.486	20.148	0.498	1.015	899.760
151.002	215.944	80.099	19.979	100.485	20.149	0.433	1.001	899.726
151.502	216.457	80.099	19.979	100.482	20.146	0.695	1.017	899.734
152.003	216.970	80.097	19.978	100.480	20.150	0.312	1.026	899.754
152.502	217.485	80.100	19.978	100.479	20.150	0.304	1.028	899.767
153.003	217.943	80.098	19.979	100.476	20.148	0.599	0.973	899.713
153.503	218.488	80.098	19.978	100.471	20.147	0.894	1.003	899.713
154.003	218.992	80.097	19.978	100.466	20.148	0.880	1.050	899.721
154.502	219.498	80.097	19.977	100.458	20.151	0.658	1.010	899.756
155.002	219.984	80.098	19.977	100.455	20.151	0.709	0.991	899.750
155.503	220.506	80.096	19.978	100.451	20.151	0.682	1.008	899.721
156.002	221.005	80.096	19.978	100.451	20.149	0.883	1.022	899.752
156.502	221.492	80.098	19.978	100.457	20.153	0.462	0.986	899.751
157.002	222.022	80.096	19.978	100.467	20.152	0.618	1.017	899.737
157.502	222.523	80.097	19.978	100.469	20.154	0.418	1.031	899.742
158.002	223.008	80.099	19.978	100.469	20.155	0.346	0.986	899.749
158.503	223.522	80.098	19.979	100.470	20.153	0.551	0.998	899.738
159.003	224.046	80.099	19.979	100.468	20.152	0.649	1.038	899.745
159.503	224.553	80.097	19.980	100.467	20.150	0.704	1.031	899.748
160.003	225.066	80.096	19.979	100.469	20.155	0.206	1.019	899.737
160.503	225.547	80.098	19.978	100.462	20.155	0.178	0.994	899.736
161.003	226.079	80.097	19.979	100.453	20.155	0.203	1.013	899.765
