General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;72;17,69500;2,82000;0,028000;80,825;84,20;-19,1401;0,000;101,016;30,200;0,000;484,250;523,450;24,90;1130,650;263,183;0,000;840,300;878,300;853,900;320,150;;;;;0,00;0,00;0,00;3,00;1,87;15,652;24,163;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;881,9310;21,39155;94,6396;0,41244507;0,41244507;0,00231;1,89408;45,3697;17,403942;0,172513;23,862588;25,794262;0,0390;3,9018;1,97;196,44;0,00;0,78;67,32;;624,003;621,110;8,8228377;17,44400;2,98100;0,02000;0,1726768;;54,30;72,00;;;
Events;;73;17,68300;2,85200;0,013000;82,125;85,24;-19,4000;0,000;101,016;30,200;0,000;485,250;524,750;24,90;1130,550;263,183;0,000;840,100;878,200;853,900;320,150;;;;;0,00;0,00;0,00;3,00;1,87;15,622;24,163;0,61;0,52;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;887,9539;38,35229;158,0193;0,23161825;0,23161825;0,00341;3,41022;46,2576;17,525262;0,160240;24,078550;26,038577;0,0366;3,6586;2,00;200,10;0,00;0,79;67,84;;627,578;628,444;8,8830908;17,44100;2,99300;0,02700;0,1726527;;54,04;73,00;;;
Number of events;;74;17,65800;2,87800;0,013000;81,825;84,55;-19,6901;0,000;101,018;30,200;0,000;486,550;526,350;24,90;1130,417;263,183;0,000;839,700;878,200;853,900;320,150;;;;;0,00;0,00;0,00;3,00;1,88;15,637;24,158;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;889,1020;20,25041;87,5637;0,43922933;0,43922933;0,00325;1,80481;47,1467;17,469838;0,168406;24,066704;26,035371;0,0385;3,8445;2,04;203,94;0,00;0,79;67,96;;631,104;628,444;8,8945759;17,42400;3,01300;0,02600;0,1734383;;53,75;74,00;;;
Event1;;75;17,61200;2,89800;0,015000;81,825;84,82;-20,2301;0,000;101,014;30,200;0,000;487,550;527,450;24,90;1130,817;263,190;0,000;840,800;878,200;854,000;320,150;;;;;0,00;0,00;0,00;3,00;1,88;15,637;24,176;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;897,5755;22,12794;93,0987;0,40579224;0,40579224;0,00309;1,98049;48,0443;17,451912;0,165245;24,091423;26,063011;0,0378;3,7764;2,08;207,72;0,00;0,80;68,66;;634,600;635,492;8,9793457;17,38400;3,05700;0,02500;0,1753047;;53,21;75,00;;;
Event2;;76;17,58700;2,93000;0,035000;79,150;84,27;-20,5100;0,000;101,018;30,200;0,000;488,750;528,650;24,90;1130,583;263,190;0,000;840,100;878,200;854,000;320,150;;;;;0,00;0,00;0,00;3,00;1,88;15,635;24,168;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;891,9332;20,47375;88,6536;0,43582153;0,43582153;0,00379;1,82225;48,9363;17,143191;0,171652;23,723498;25,660209;0,0386;3,8622;2,12;211,58;0,00;0,79;68,21;;638,023;635,492;8,9229002;17,34400;3,07500;0,03000;0,1773782;;52,93;76,00;;;
Event3;;77;17,56100;2,95800;0,033000;81,725;84,28;-21,0901;0,000;101,018;30,200;0,000;489,850;530,050;24,90;1130,583;263,183;0,000;840,000;878,200;854,100;320,150;;;;;0,00;0,00;0,00;3,00;1,88;15,658;24,176;0,61;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;907,6019;20,83049;90,1754;0,43588257;0,43588257;0,00708;1,84688;49,8439;17,400251;0,171589;24,133421;26,113953;0,0393;3,9290;2,16;215,51;0,01;0,81;69,44;;641,423;642,430;9,0796490;17,33300;3,07100;0,05100;0,1778379;;52,35;77,00;;;
Event4;;78;17,52400;2,98500;0,039000;79,475;82,65;-21,3401;0,000;101,018;30,200;0,000;491,150;531,450;24,90;1130,817;263,183;0,000;840,600;878,200;854,200;320,150;;;;;0,00;0,00;0,00;3,00;1,88;15,606;24,168;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;893,1172;39,27037;189,9508;0,22751872;0,22751872;0,00531;3,50076;50,7370;17,136329;0,191066;23,830449;25,785792;0,0432;4,3200;2,20;219,83;0,01;0,80;68,35;;644,742;642,430;8,9347446;17,33500;3,08500;0,04000;0,1776913;;52,10;78,00;;;
Event5;;79;17,49300;2,99500;0,047000;79,475;82,65;-21,6401;0,000;101,018;30,200;0,000;491,150;531,450;24,90;1131,250;263,190;0,000;841,900;878,200;854,200;320,150;;;;;0,00;0,00;0,00;3,00;1,88;15,660;24,166;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;900,6450;20,20679;96,9233;0,44589233;0,44589233;0,00576;1,81275;51,6376;17,136329;0,191066;23,830449;25,785792;0,0432;4,3200;2,24;224,15;0,01;0,81;69,01;;647,934;649,055;9,0100530;17,30000;3,13000;0,04300;0,1792175;;51,80;79,00;;;
Event6;;80;17,46100;2,99900;0,039000;79,325;83,01;-22,1802;0,000;101,014;30,200;0,000;492,350;533,150;24,90;1131,517;263,183;0,000;842,600;878,200;854,300;320,150;;;;;0,00;0,00;0,00;3,00;1,88;15,603;24,182;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;910,0027;22,52635;104,6492;0,40413411;0,40413411;0,00575;2,00740;52,5476;17,099274;0,186784;23,837016;25,812339;0,0423;4,2275;2,28;228,38;0,01;0,81;69,68;;651,151;649,055;9,1036671;17,25700;3,14800;0,04300;0,1815149;;51,26;80,00;;;
Event7;;81;17,43500;2,99100;0,033000;80,725;83,41;-22,4601;0,000;101,018;30,200;0,000;492,950;534,050;24,90;1131,417;263,190;0,000;842,200;878,200;854,400;320,150;;;;;0,00;0,00;0,00;3,00;1,88;15,639;24,166;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;921,1142;20,86741;94,2454;0,44158936;0,44158936;0,00260;1,84857;53,4687;17,239005;0,182008;24,061092;26,067200;0,0416;4,1601;2,33;232,54;0,00;0,82;70,40;;654,416;655,520;9,2148265;17,24900;3,14200;0,02200;0,1822541;;50,98;81,00;;;
Event8;;82;17,42600;2,98100;0,018000;79,450;83,02;-23,0500;0,000;101,022;30,200;0,000;493,650;534,650;24,90;1131,450;263,190;0,000;842,200;878,200;854,500;320,150;;;;;0,00;0,00;0,00;3,00;1,88;15,666;24,171;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;911,6153;20,64936;95,9134;0,44165039;0,44165039;0,00167;1,83414;54,3803;17,090193;0,186658;23,887263;25,871214;0,0424;4,2343;2,37;236,77;0,00;0,81;69,68;;657,610;655,520;9,1197999;17,25500;3,14500;0,01600;0,1819388;;50,39;82,00;;;
Event9;;83;17,42800;2,99300;0,020000;80,525;82,37;-23,3000;0,000;101,018;30,200;0,000;495,050;536,250;24,90;1131,283;263,183;0,000;841,700;878,200;854,500;320,150;;;;;0,00;0,00;0,00;3,00;1,88;15,593;24,152;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;921,6410;40,97339;197,8201;0,22502645;0,22502645;0,00047;3,64700;55,3020;17,181079;0,194532;24,082400;26,086632;0,0445;4,4497;2,41;241,22;0,00;0,82;70,45;;660,731;661,926;9,2200969;17,23400;3,16900;0,00800;0,1829857;;50,14;83,00;;;
;;84;17,44400;3,01300;0,027000;78,700;81,86;-23,6001;0,000;101,014;30,200;0,000;495,950;537,650;24,90;1131,317;263,183;0,000;841,800;878,100;854,600;320,150;;;;;0,00;0,00;0,00;3,00;1,88;15,599;24,139;0,61;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;918,2339;20,07563;99,4053;0,45757039;0,45757039;0,00226;1,78967;56,2202;16,969850;0,200722;23,829569;25,833184;0,0455;4,5467;2,46;245,77;0,00;0,82;70,26;;663,817;661,926;9,1860118;17,19800;3,20100;0,02000;0,1846104;;49,84;84,00;;;
;;85;17,44100;3,05700;0,026000;82,850;82,96;-24,1602;0,000;101,018;30,200;0,000;496,650;538,450;24,90;1131,950;263,183;0,000;843,700;878,100;854,600;320,150;;;;;0,00;0,00;0,00;3,00;1,89;15,614;24,176;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;946,4809;22,77133;104,8373;0,41581217;0,41581217;0,00262;2,03461;57,1667;17,399255;0,187345;24,467035;26,526276;0,0436;4,3575;2,50;250,13;0,00;0,85;72,46;;666,976;668,329;9,4685950;17,17600;3,22500;0,02200;0,1856125;;49,28;85,00;;;
;;86;17,42400;3,07500;0,025000;82,825;83,04;-24,4401;0,000;101,018;30,200;0,000;497,450;539,250;24,90;1131,883;263,183;0,000;843,500;878,100;854,600;320,150;;;;;0,00;0,00;0,00;3,00;1,89;15,652;24,176;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;953,3930;21,72177;98,8201;0,43908691;0,43908691;0,00308;1,94310;58,1201;17,382634;0,186378;24,483038;26,540312;0,0434;4,3373;2,55;254,47;0,00;0,85;73,03;;670,266;668,329;9,5377431;17,14300;3,25500;0,02500;0,1871772;;49,00;86,00;;;
;;87;17,38400;3,07100;0,030000;78,775;82,59;-25,0300;0,000;101,018;30,200;0,000;498,350;540,450;24,90;1133,050;263,190;0,000;847,100;878,000;854,600;320,150;;;;;0,00;0,00;0,00;3,00;1,89;15,635;24,171;0,61;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;935,4988;20,91386;97,4639;0,44748942;0,44748942;0,00659;1,86875;59,0556;16,937003;0,191840;23,898536;25,917455;0,0436;4,3597;2,59;258,83;0,01;0,84;71,73;;673,418;674,597;9,3587301;17,11200;3,27400;0,04900;0,1885247;;48,41;87,00;;;
;;88;17,34400;3,08500;0,051000;82,675;80,72;-25,2900;0,000;101,018;30,200;0,000;499,550;541,750;24,90;1133,117;263,190;0,000;847,300;878,000;854,600;320,350;;;;;0,00;0,00;0,00;3,00;1,89;15,666;24,166;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;963,3837;42,35620;220,0366;0,22753906;0,22753906;0,00552;3,79319;60,0190;17,330346;0,214709;24,512435;26,583149;0,0501;5,0047;2,64;263,83;0,01;0,86;73,88;;676,554;674,597;9,6376902;17,08700;3,30200;0,04100;0,1897611;;48,15;88,00;;;
;;89;17,33300;3,13000;0,040000;78,850;82,94;-25,5901;0,000;101,018;30,200;0,000;500,150;542,450;24,90;1133,017;263,190;0,000;847,200;877,900;854,500;320,350;;;;;0,00;0,00;0,00;3,00;1,89;15,652;24,190;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;948,3084;19,69542;88,7683;0,48167928;0,48167928;0,00763;1,76284;60,9673;16,914545;0,187629;23,953052;25,978872;0,0428;4,2741;2,68;268,10;0,01;0,85;72,78;;679,692;680,604;9,4868775;17,05100;3,32800;0,05600;0,1914174;;47,85;89,00;;;
;;90;17,33500;3,14800;0,043000;78,750;83,28;-26,1901;0,000;101,018;30,200;0,000;501,450;543,950;24,90;1132,883;263,183;0,000;846,800;877,900;854,500;320,250;;;;;0,00;0,00;0,00;3,00;1,89;15,681;24,179;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;955,0849;22,43872;98,3240;0,42581177;0,42581177;0,00463;2,00303;61,9224;16,881890;0,183570;23,968948;26,000417;0,0419;4,1851;2,72;272,29;0,00;0,85;73,22;;682,715;680,604;9,5546691;17,02000;3,34900;0,03600;0,1931917;;47,25;90,00;;;
;;91;17,30000;3,14200;0,043000;77,875;83,14;-26,4501;0,000;101,018;30,200;0,000;502,250;545,150;24,90;1132,283;263,183;0,000;845,100;877,800;854,500;320,350;;;;;0,00;0,00;0,00;3,00;1,89;15,669;24,198;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;953,0524;21,78872;96,1092;0,43758138;0,43758138;0,00253;1,93970;62,8754;16,774464;0,185167;23,854421;25,891961;0,0421;4,2039;2,77;276,49;0,00;0,85;73,00;;685,697;686,540;9,5343361;17,00700;3,35400;0,02200;0,1940307;;46,99;91,00;;;
;;92;17,25700;3,14500;0,022000;78,000;83,46;-27,0602;0,000;101,018;30,200;0,000;503,150;546,250;24,90;1132,217;263,183;0,000;845,100;877,700;854,400;320,350;;;;;0,00;0,00;0,00;3,00;1,89;15,706;24,179;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;953,0262;21,22704;91,9201;0,44914754;0,44914754;0,00386;1,89015;63,8285;16,772900;0,181428;23,894938;25,941787;0,0413;4,1269;2,81;280,62;0,00;0,85;73,03;;688,603;686,540;9,5340742;17,00500;3,35500;0,03100;0,1940445;;46,38;92,00;;;
;;93;17,24900;3,16900;0,016000;79,150;82,86;-27,3000;0,000;101,018;30,200;0,000;504,450;547,850;24,90;1132,350;263,183;0,000;845,600;877,600;854,400;320,350;;;;;0,00;0,00;0,00;3,00;1,89;15,658;24,190;0,60;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;959,6601;43,81641;197,6229;0,21910604;0,21910604;0,00284;3,91222;64,7881;16,874309;0,188586;24,101518;26,175076;0,0433;4,3283;2,85;284,95;0,00;0,86;73,54;;691,481;692,342;9,6004401;17,00100;3,36700;0,02400;0,1942239;;46,14;93,00;;;
;;94;17,25500;3,20100;0,008000;77,975;83,04;-27,6001;0,000;101,018;30,200;0,000;505,450;549,250;24,90;1132,217;263,183;0,000;845,400;877,500;854,300;320,350;;;;;0,00;0,00;0,00;3,00;1,89;15,608;24,174;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;956,3960;21,45712;95,4528;0,44590251;0,44590251;0,00119;1,91421;65,7445;16,732013;0,186473;23,945651;26,020673;0,0426;4,2546;2,89;289,20;0,00;0,85;73,26;;694,317;692,342;9,5677856;16,98300;3,38100;0,01300;0,1952287;;45,84;94,00;;;
;;95;17,23400;3,22500;0,020000;77,775;83,83;-28,1401;0,000;101,020;30,200;0,000;506,450;550,450;24,90;1131,983;263,183;0,000;844,900;877,400;854,200;320,350;;;;;0,00;0,00;0,00;3,00;1,89;15,610;24,193;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;958,0820;23,33126;98,3019;0,41080729;0,41080729;0,00163;2,08174;66,7026;16,694035;0,176940;23,938568;26,018332;0,0404;4,0367;2,93;293,24;0,00;0,86;73,40;;697,085;697,953;9,5846526;16,96600;3,39500;0,01600;0,1960343;;45,30;95,00;;;
;;96;17,19800;3,25500;0,022000;79,350;83,29;-28,4301;0,000;101,020;30,200;0,000;507,350;551,350;24,90;1131,583;263,183;0,000;843,900;877,300;854,100;320,350;;;;;0,00;0,00;0,00;3,00;1,90;15,645;24,179;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;968,8684;21,99131;96,0254;0,44074504;0,44074504;0,00328;1,96108;67,6715;16,847258;0,183452;24,201215;26,300069;0,0423;4,2306;2,98;297,47;0,00;0,86;74,26;;699,860;697,953;9,6925591;16,95600;3,40000;0,02700;0,1964476;;45,01;96,00;;;
Auswertung Test;;97;17,17600;3,27400;0,025000;80,725;83,51;-29,0100;0,000;101,020;30,200;0,000;508,550;552,850;24,90;1131,583;263,183;0,000;844,100;877,200;854,000;320,350;;;;;0,00;0,00;0,00;3,00;1,90;15,698;24,193;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;977,5390;22,18094;95,5336;0,44088745;0,44088745;0,00391;1,97857;68,6490;16,972538;0,180732;24,438848;26,567727;0,0421;4,2103;3,02;301,68;0,00;0,87;74,95;;702,678;703,517;9,7793000;16,94900;3,40600;0,03100;0,1967491;;44,43;97,00;;;
Software;Logger2025 / 19.09.2025 10:04;98;17,14300;3,30200;0,049000;75,050;84,40;-29,2701;0,000;101,020;30,200;0,000;509,550;554,150;24,90;1131,583;263,183;0,000;844,300;877,100;853,900;320,350;;;;;0,00;0,00;0,00;3,00;1,90;15,666;24,142;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;942,4958;40,82639;165,8350;0,23094686;0,23094686;0,00420;3,62758;69,5915;16,349013;0,170206;23,587321;25,651878;0,0383;3,8284;3,06;305,51;0,00;0,84;72,23;;705,303;703,517;9,4287276;16,94700;3,39600;0,03400;0,1969346;;44,17;98,00;;;
Auswertung Test;;99;17,11200;3,32800;0,041000;78,375;84,72;-29,5702;0,000;101,020;30,200;0,000;510,750;555,550;24,90;1131,317;263,183;0,000;843,700;877,000;853,800;320,350;;;;;0,00;0,00;0,00;3,00;1,90;15,646;24,182;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;955,5659;20,81962;83,4161;0,45915731;0,45915731;0,00487;1,84570;70,5471;16,687612;0,166341;24,132529;26,249292;0,0383;3,8286;3,09;309,34;0,00;0,85;73,21;;707,765;708,831;9,5594810;16,97500;3,36600;0,03800;0,1955876;;43,87;99,00;;;
Test start time   [s];60;100;17,08700;3,34900;0,056000;71,450;85,27;-30,1401;0,000;101,012;30,200;0,000;511,750;556,750;24,90;1131,217;263,183;0,000;843,500;877,000;853,700;320,350;;;;;0,00;0,00;0,00;3,00;1,90;15,662;24,193;0,60;0,51;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;901,5430;20,19469;78,7866;0,44660441;0,44660441;0,00437;1,79204;71,4486;15,917754;0,159859;23,064281;25,092405;0,0352;3,5172;3,13;312,85;0,00;0,80;69,06;;709,973;708,831;9,0190359;17,01900;3,33300;0,03600;0,1934113;;43,30;100,00;;;
Time to ignition  [s];13;101;17,05100;3,35400;0,036000;77,600;82,58;-30,4601;0,000;101,020;30,200;0,000;512,650;557,850;24,90;1130,917;263,183;0,000;842,800;876,900;853,600;320,350;;;;;0,00;0,00;0,00;3,00;1,90;15,666;24,187;0,60;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;936,4029;20,82001;97,9473;0,44994100;0,44994100;0,00294;1,85661;72,3850;16,574101;0,191913;24,057540;26,178677;0,0441;4,4053;3,17;317,26;0,00;0,84;71,74;;712,043;713,527;9,3677749;17,02800;3,34100;0,02500;0,1929240;;42,98;101,00;;;
Time to flame out [s];213;102;17,02000;3,35500;0,022000;76,075;84,54;-31,0300;0,000;101,022;30,200;0,000;513,650;558,950;24,90;1130,817;263,183;0,000;842,600;876,800;853,600;320,350;;;;;0,00;0,00;0,00;3,00;1,90;15,669;24,193;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;929,6305;21,50420;88,7025;0,43247477;0,43247477;0,00305;1,92169;73,3146;16,394453;0,168551;23,843197;25,945984;0,0384;3,8346;3,21;321,09;0,00;0,83;71,25;;714,209;713,527;9,3000240;17,01200;3,36000;0,02600;0,1936418;;42,41;102,00;;;
Time end of test  [s];323;103;17,00700;3,36700;0,031000;82,175;83,89;-31,2900;0,000;101,022;30,200;0,000;514,150;559,550;24,90;1131,050;263,183;0,000;843,400;876,800;853,500;320,350;;;;;0,00;0,00;0,00;3,00;1,90;15,698;24,195;0,60;0,50;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;971,7030;41,95482;180,0441;0,23169963;0,23169963;0,00272;3,75312;74,2863;17,030780;0,176253;24,792746;26,981972;0,0417;4,1699;3,25;325,26;0,00;0,87;74,49;;716,505;718,198;9,7209169;16,98700;3,38400;0,02300;0,1948673;;42,15;103,00;;;
Masses;;104;17,00500;3,38100;0,024000;76,125;83,33;-31,5901;0,000;101,014;30,200;0,000;514,350;559,850;24,90;1131,183;263,183;0,000;843,900;876,700;853,500;320,350;;;;;0,00;0,00;0,00;3,00;1,90;15,696;24,193;0,60;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;943,0115;20,46809;90,4339;0,46090698;0,46090698;0,00175;1,83626;75,2293;16,388677;0,182908;23,867278;25,978606;0,0417;4,1665;3,30;329,43;0,00;0,85;72,32;;718,821;718,198;9,4338867;16,95200;3,42200;0,01700;0,1965564;;41,85;104,00;;;
Mass sust.flaming [g];73,40;105;17,00100;3,39500;0,013000;73,675;83,00;-32,1602;0,000;101,022;30,200;0,000;515,150;560,450;24,90;1130,917;263,183;0,000;843,200;876,700;853,400;320,350;;;;;0,00;0,00;0,00;3,00;1,90;15,690;24,193;0,60;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;936,3727;21,57591;96,5095;0,43416341;0,43416341;0,00428;1,93728;76,1657;16,110270;0,186848;23,498319;25,564656;0,0419;4,1884;3,34;333,62;0,00;0,84;71,89;;720,924;722,690;9,3674726;16,90700;3,45900;0,03500;0,1985885;;41,28;105,00;;;
Mass remaining    [g];-0,02;106;16,98300;3,40000;0,016000;80,375;81,95;-32,4601;0,000;101,022;30,200;0,000;515,950;561,250;24,90;1130,917;263,183;0,000;843,400;876,600;853,300;320,350;;;;;0,00;0,00;0,00;3,00;1,90;15,687;24,176;0,60;0,48;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;987,1720;22,36392;105,9743;0,44158936;0,44158936;0,00357;1,99546;77,1529;16,813816;0,199665;24,562591;26,719167;0,0468;4,6778;3,38;338,30;0,00;0,88;75,72;;723,196;722,690;9,8756691;16,87000;3,47200;0,02900;0,2006437;;40,98;106,00;;;
Mass loss test    [g];73,42;107;16,96600;3,40600;0,027000;75,075;83,55;-33,0400;0,000;101,022;30,200;0,000;516,650;561,950;24,90;1131,050;263,190;0,000;843,900;876,600;853,200;320,350;;;;;0,00;0,00;0,00;3,00;1,91;15,704;24,187;0,59;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;952,7578;20,90992;89,6651;0,45583089;0,45583089;0,00474;1,86048;78,1057;16,238991;0,180333;23,755039;25,837887;0,0409;4,0856;3,43;342,38;0,00;0,85;73,08;;725,503;726,837;9,5313888;16,87300;3,46000;0,03800;0,2005015;;40,40;107,00;;;
Mass loss rate test [g/s];0,28;108;16,95600;3,39600;0,031000;76,375;83,57;-33,3301;0,000;101,016;30,200;0,000;517,450;562,850;24,90;1130,817;263,190;0,000;843,400;876,500;853,100;320,350;;;;;0,00;0,00;0,00;3,00;1,91;15,687;24,182;0,59;0,49;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;956,5686;36,56126;157,3457;0,26173910;0,26173910;0,00565;3,26841;79,0622;16,366319;0,180005;23,978371;26,082185;0,0412;4,1167;3,47;346,50;0,01;0,86;73,43;;727,624;726,837;9,5695118;16,88500;3,46300;0,04400;0,1997219;;40,11;108,00;;;
